Category,Attribute,Count,Percentage
home,Base Rack,1,0.05
home,Measurements,2,0.11
home,Inside stack height,2,0.11
home,Number of extenders,1,0.05
home,Inside rack height,1,0.05
home,NSF,3,0.16
home,Countertop,1,0.05
home,product_title,4,0.21
home,brand,1,0.05
home,location,1,0.05
home,product_description,3,0.16
home,size,1,0.05
home,model,1,0.05
home,Region,1,0.05
home,Language,1,0.05
home,Product Capacity,2,0.11
home,Alternate Title,1,0.05
home,Shelving Type,1,0.05
home,Circuit Plate Type,1,0.05
home,Insulation,3,0.16
home,Material of Circuits,1,0.05
home,Leg Feature,1,0.05
home,Circuit Type,1,0.05
home,Ice Bin Depth,1,0.05
home,Ice Bin Type,1,0.05
home,Dimension,3,0.16
home,Weight Type,1,0.05
home,Category,3,0.16
home,Shelf Quantity,1,0.05
home,Shelf Size,1,0.05
home,Handle,2,0.11
home,Weight Capacity,1,0.05
home,Shelves,8,0.43
home,Edge Type,1,0.05
home,Bumpers,1,0.05
home,Welding,1,0.05
home,Vendor,5,0.27
home,Sections,2,0.11
home,Door Material,1,0.05
home,Door Handle,1,0.05
home,Number of Drawers,3,0.16
home,Drawer Handle Material,1,0.05
home,Interior Material,3,0.16
home,Exterior Material,6,0.32
home,Shelving,1,0.05
home,Refrigeration System,2,0.11
home,Power Requirement,1,0.05
home,Number of Doors,2,0.11
home,Product Sections,1,0.05
home,Number of Stainless Steel Doors,1,0.05
home,Door Style,1,0.05
home,Drawer Style,1,0.05
home,Number of Stainless Steel Shelves,1,0.05
home,Foot Type,2,0.11
home,Backsplash Height,1,0.05
home,Splash,3,0.16
home,Table Gauge,1,0.05
home,Edge,1,0.05
home,Legs Gauge,1,0.05
home,Feet,4,0.21
home,Compatible With,2,0.11
home,Premium,1,0.05
home,Swivel,1,0.05
home,Brake,1,0.05
home,Compatibility,1,0.05
home,Volume,1,0.05
home,Fire Resistant,2,0.11
home,Approvals,4,0.21
home,Product Variant,1,0.05
home,Deck Material,1,0.05
home,Dimensions (L x W),1,0.05
home,Reinforcement Material,1,0.05
home,Deck,1,0.05
home,Deck Size,1,0.05
home,Reinforcement,1,0.05
home,Rubber Pads Thickness,1,0.05
home,Assembly,2,0.11
home,Table top width,1,0.05
home,Table top length,1,0.05
home,Top thickness,1,0.05
home,Lock mechanism,1,0.05
home,Edge design,1,0.05
home,Foot caps,1,0.05
home,Leg material,2,0.11
home,ProductDescription,1,0.05
home,Use,5,0.27
home,Lid Securement,1,0.05
home,Rust Resistance,1,0.05
home,Spigot,1,0.05
home,Stackability,1,0.05
home,Included Extras,1,0.05
home,Compartment Quantity,1,0.05
home,Mounting Location,1,0.05
home,Front-to-back Measurement,1,0.05
home,Drain Opening,2,0.11
home,Trim Size,2,0.11
home,Usability,1,0.05
home,Mounting Type,1,0.05
home,Front-to-back,1,0.05
home,Mount Type,1,0.05
home,Has Drain Opening,1,0.05
home,Usage Note,1,0.05
home,Wide Top,1,0.05
home,Riser,4,0.21
home,Posts Material,1,0.05
home,Riser Height,1,0.05
home,Post Material,2,0.11
home,Stainless Steel Type,2,0.11
home,Compartment,1,0.05
home,Indoor/Outdoor,1,0.05
home,Function,1,0.05
home,Recommended use,1,0.05
home,Backsplash size,1,0.05
home,Edge type,1,0.05
home,Turndown,1,0.05
home,Bracing,2,0.11
home,Compliance,1,0.05
home,Steel Type,1,0.05
home,Top Backsplash,1,0.05
home,Edge Front,1,0.05
home,Sides Feature,1,0.05
home,KD,1,0.05
home,Style,2,0.11
home,Cooling Method,3,0.16
home,Production,1,0.05
home,Cube Size,1,0.05
home,attributes,1,0.05
home,Levels,1,0.05
home,Lighting,2,0.11
home,Ends Material,2,0.11
home,Top Doors,1,0.05
home,Rear Doors,1,0.05
home,Safety Standards,1,0.05
home,Sanitation Standards,1,0.05
home,HP,1,0.05
home,Refrigeration Type,1,0.05
home,Exterior,2,0.11
home,Interior Lighting,2,0.11
home,Rear,1,0.05
home,Safety approvals,1,0.05
home,Sanitation approvals,1,0.05
home,Motor Power,1,0.05
home,Additional_Feature,1,0.05
home,Leg size,1,0.05
home,Heat output,1,0.05
home,Gas_Type,1,0.05
home,Fryer_Type,1,0.05
home,Weight_Capacity,1,0.05
home,Basket_Material,1,0.05
home,Basket_Quantity,1,0.05
home,Temperature_Control_Range,1,0.05
home,Pilot_Type,1,0.05
home,Kettle_Material,1,0.05
home,Leg_Dimension,1,0.05
home,Heat_Output,1,0.05
home,Product Dimensions,1,0.05
home,Product Load Capacity,1,0.05
home,Product Duty,1,0.05
home,Product Material,2,0.11
home,Tube Size,1,0.05
home,Support Bars,1,0.05
home,Wheel Size,1,0.05
home,Tube Spacing,1,0.05
home,Guaranty,2,0.11
home,Mobility,1,0.05
home,Load_Type,1,0.05
home,Tube_Dimension,1,0.05
home,Support_Bars,1,0.05
home,Tube_Spacing,1,0.05
home,Doors,1,0.05
home,Keel Compatibility,1,0.05
home,Sub Top Material,1,0.05
home,External Finish Color,1,0.05
home,Wall & Ceiling Material,1,0.05
home,Floor Material,2,0.11
home,Refrigeration,2,0.11
home,Parts Origin,1,0.05
home,Material of Shelves,1,0.05
home,Keg Capacity,1,0.05
home,Exterior Finish,1,0.05
home,Wall Material,1,0.05
home,Ceiling Material,1,0.05
home,Hp,1,0.05
home,Ice Type,2,0.11
home,Cooling System,1,0.05
home,Storage Capacity,2,0.11
home,Production Rate,1,0.05
home,Custom Cabinet Compatible,1,0.05
home,CleanCycle Auto-flush,1,0.05
home,Greaseless Bearings,1,0.05
home,Model_Number,1,0.05
home,Cube_Type,1,0.05
home,Cooling_Type,1,0.05
home,Daily_Ice_Production,1,0.05
home,Storage_Bin_Capacity,1,0.05
home,Condenser_Type,1,0.05
home,Exterior_Material,1,0.05
home,Custom_Cabinet_Door_Accommodation,1,0.05
home,Approval_Types,1,0.05
home,Power_Consumption,1,0.05
home,IceStyle,1,0.05
home,CoolingType,1,0.05
home,Condenser,3,0.16
home,IceProduction,1,0.05
home,StorageCapacity,1,0.05
home,ExteriorMaterial,1,0.05
home,PowerSupply,1,0.05
home,Ice Production Capacity,3,0.16
home,Ice Style,2,0.11
home,Custom Cabinet Door,1,0.05
home,Usage,3,0.16
home,Self-contained Condenser,1,0.05
home,Ice Storage Capacity,1,0.05
home,Use Case,1,0.05
home,Characteristics,1,0.05
home,Customization,1,0.05
home,Built-in Storage,1,0.05
home,Operation,2,0.11
home,Antimicrobial Agent,1,0.05
home,Refrigerant,2,0.11
home,Current,1,0.05
home,CEC Compliance,1,0.05
home,ADA Compliance,1,0.05
home,Maker Type,1,0.05
home,Cooling Type,1,0.05
home,Ice Production,1,0.05
home,Built-In Storage,1,0.05
home,Bin Material,1,0.05
home,CEC Compliant,1,0.05
home,Ice Dispensing Height,1,0.05
home,Surfaces ,1,0.05
home,Surface Resistance,1,0.05
home,Weight,2,0.11
home,Handling,1,0.05
home,Handles,1,0.05
home,Corner Shape,1,0.05
home,Total Capacity,1,0.05
home,Casters Type,1,0.05
home,Casters Configuration,1,0.05
home,Assembly Required,2,0.11
home,Burner Type,2,0.11
home,Number of Burners,1,0.05
home,Grate Type,2,0.11
home,Griddle Size,2,0.11
home,Griddle Position,2,0.11
home,Oven Ignition,2,0.11
home,Number of Oven Racks,1,0.05
home,Leg Size,1,0.05
home,Burner Count,1,0.05
home,Pilot Type,1,0.05
home,Included Items,1,0.05
home,Flue Riser Type,1,0.05
home,Griddle,5,0.27
home,Griddle Controls,1,0.05
home,Ignition system,1,0.05
home,Oven type,1,0.05
home,Included,1,0.05
home,range_type,1,0.05
home,fuel_type,1,0.05
home,range_width,1,0.05
home,burner_type,1,0.05
home,burner_count,1,0.05
home,griddle_width,1,0.05
home,griddle_position,1,0.05
home,oven_control,1,0.05
home,oven_base,1,0.05
home,pilot_type,1,0.05
home,flue_riser_width,1,0.05
home,shelf_type,1,0.05
home,material,1,0.05
home,legs,1,0.05
home,heat_output,1,0.05
home,certifications,1,0.05
home,BacksplashSize,1,0.05
home,Front&SideRims,1,0.05
home,CrossrailsMaterial,1,0.05
home,Orientation,1,0.05
home,Rolled Front & Side Rims,1,0.05
home,Crossrails Material,1,0.05
home,Product size,1,0.05
home,NSF Certified,2,0.11
home,Leg Materials,1,0.05
home,Crossrails Materials,1,0.05
home,Table Width,1,0.05
home,Crossrail Material,1,0.05
home,Backsplash Length,1,0.05
home,Grates,2,0.11
home,Shelf,1,0.05
home,Range Width,1,0.05
home,Standard Grates,1,0.05
home,Ignition System,1,0.05
home,Energy Output,1,0.05
home,RangeType,1,0.05
home,TotalLength,1,0.05
home,BurnerTypes,1,0.05
home,OvenBase,1,0.05
home,FlueRiser,1,0.05
home,EnergyOutput,1,0.05
home,Width of Top,1,0.05
home,Height of Riser,1,0.05
home,Type of Steel,1,0.05
home,Product_1,2,0.11
home,Product_2,2,0.11
home,Product 1,3,0.16
home,Product 2,3,0.16
home,Caster Diameter,1,0.05
home,Threaded Stem,1,0.05
home,Wheel Capacity,1,0.05
home,Wheel Properties,1,0.05
home,Have Brake,1,0.05
home,Products,1,0.05
home,Product1,1,0.05
home,Product2,1,0.05
home,Special Feature,1,0.05
home,Support,1,0.05
home,Tabletop Material,1,0.05
home,Countertop Edge,1,0.05
home,Quantity,9,0.48
home,Product Size,1,0.05
home,Ply,4,0.21
home,Towel Type,1,0.05
home,Additional Info,1,0.05
home,Hygiene,1,0.05
home,Product Cleaner Type,1,0.05
home,Material Compatibility,1,0.05
home,Incompatible Material,1,0.05
home,Application,2,0.11
home,Dirt Types,1,0.05
home,Scent,1,0.05
home,Formula Type,1,0.05
home,Can be used On,1,0.05
home,Not for Use on,1,0.05
home,Fragrance,1,0.05
home,Effective Against,1,0.05
home,Functions,1,0.05
home,Package Contains,1,0.05
home,Container_type,1,0.05
home,Effectiveness,1,0.05
home,Use_surface,1,0.05
home,Intended_Environment,1,0.05
home,Number of Fixed Shelves,1,0.05
home,Number of Adjustable Shelves,1,0.05
home,Model Number,1,0.05
home,Adjustability of Shelves,1,0.05
home,Quality,1,0.05
home,Shipping,1,0.05
home,Alternate Item,4,0.21
home,Adjustment,1,0.05
home,Location of use,1,0.05
home,Counting method,1,0.05
home,Item_Code,1,0.05
home,Mat_Type,1,0.05
home,Sales_Team_Contact,1,0.05
home,Discount_Exclusion,1,0.05
home,Product ID,2,0.11
home,Product_code,1,0.05
home,Product_Name,1,0.05
home,Wipe_Type,1,0.05
home,Wipe_Effectiveness,1,0.05
home,EPA_Registration,1,0.05
home,Packaging,2,0.11
home,Unit,1,0.05
home,Alternate_Items,1,0.05
home,Inner_Packaging,1,0.05
home,product_attributes,1,0.05
home,Icemaker,1,0.05
home,Temperature Controls,1,0.05
home,Freezer Compartment,1,0.05
home,Evaporator,1,0.05
home,Air Management,1,0.05
home,Humidity Control,1,0.05
home,Produce Pan,1,0.05
home,No. of Burners,1,0.05
home,Burner BTU,1,0.05
home,Shelf Material,1,0.05
home,Gas Connection,1,0.05
home,Dealer,1,0.05
home,Range Type,1,0.05
home,Hot Tops,1,0.05
home,Extra Features,1,0.05
home,Ideal For,2,0.11
home,Suitable Drinks,1,0.05
home,Collection,2,0.11
home,Quantity In Set,1,0.05
home,Suitable For,1,0.05
home,Hot Top,1,0.05
home,Primary Use,1,0.05
home,Secondary Use,1,0.05
home,Thickness,4,0.21
home,Product Line,1,0.05
home,Moisture Absorbency,1,0.05
home,Suitable for,1,0.05
home,Backing Material,1,0.05
home,Top Gauge,1,0.05
home,Gussets,1,0.05
home,Set includes,1,0.05
home,Glass Properties,1,0.05
home,Lid Properties,1,0.05
home,Perfect for,1,0.05
home,Manufacturing,1,0.05
home,Bake_Set_Components,1,0.05
home,Quantity per Carton,1,0.05
home,Compatible with,1,0.05
home,Applications,1,0.05
home,Compatible Models,1,0.05
home,Packaging Type,1,0.05
home,Durability,1,0.05
home,Strength,1,0.05
home,Recommended Usage,1,0.05
home,Package Type,1,0.05
home,Selling Platform,1,0.05
home,Sealing,1,0.05
home,Grade,2,0.11
home,Designed For,1,0.05
home,Available in,1,0.05
home,Measure,1,0.05
home,Quantity per box,1,0.05
home,Volume per bag,1,0.05
home,Closure,1,0.05
jewelry,Product_Title,5,0.75
jewelry,Shop,32,4.81
jewelry,Product_Type,1,0.15
jewelry,Brand,50,7.52
jewelry,Material,67,10.08
jewelry,Collection,21,3.16
jewelry,Product title,28,4.21
jewelry,Type,13,1.95
jewelry,Stone,11,1.65
jewelry,Metal,5,0.75
jewelry,Sold by,2,0.3
jewelry,Establishment Year,3,0.45
jewelry,Founders,1,0.15
jewelry,Product Title,75,11.28
jewelry,Vendor,8,1.2
jewelry,Product Code,8,1.2
jewelry,Model Number,15,2.26
jewelry,For,3,0.45
