Extracted Attribute,Best Match,Similarity,Category
Polystyrene foam,,0.25,grocery
Cup Volume,,0.19999999999999996,grocery
Model Number,,0.25,grocery
Vendor,,0.33333333333333337,grocery
Polystyrene Foam,,0.25,grocery
Features,,0.375,grocery
Compostability,,0.2857142857142857,grocery
Alternate Item Number,,0.31999999999999995,grocery
Inner Packaging,,0.24,grocery
Product Nature,,0.5714285714285714,grocery
Brewing Equipment,,0.4117647058823529,grocery
Coffee Origin,,0.3846153846153846,grocery
ProductDescription,,0.4,grocery
BeverageType,,0.33333333333333337,grocery
Roast Type,,0.41666666666666663,grocery
Quantity per Box,,0.375,grocery
Coffee Type,,0.33333333333333337,grocery
Product Number,,0.5,grocery
Return Policy,,0.23076923076923073,grocery
Coffee quality,,0.3571428571428571,grocery
Coffee Roast,,0.17391304347826086,grocery
Coffee Flavor,,0.46153846153846156,grocery
Compatibility,,0.25,grocery
Alternate Item,,0.2857142857142857,grocery
Ingredient,ingredient,0.9,grocery
Purpose,,0.2857142857142857,grocery
Intended Use,,0.25,grocery
Special Feature,,0.4,grocery
Package Quantity,,0.625,grocery
Package Size,,0.4375,grocery
Composition,,0.4545454545454546,grocery
Convenience,,0.36363636363636365,grocery
Form,,0.33333333333333337,grocery
Premeasured,,0.2727272727272727,grocery
Color,color,0.8,grocery
Product Form,,0.5,grocery
Product Provider,,0.4375,grocery
Beverage Type,,0.3076923076923077,grocery
Capacity (Volume),,0.28,grocery
Product type,product_type,0.8333333333333334,grocery
Bottle volume,,0.25,grocery
Quantity per Carton,,0.3157894736842105,grocery
product_title,,0.7692307692307692,grocery
product_brand,,0.6153846153846154,grocery
product_code,,0.75,grocery
source,source,1.0,grocery
size,,0.36363636363636365,grocery
quantity_per_pack,,0.3529411764705882,grocery
natural_source_of,,0.3529411764705882,grocery
suitable_for,,0.33333333333333337,grocery
product_pack,,0.6666666666666667,grocery
store,,0.5,grocery
flavor,flavor,1.0,grocery
food_type,,0.5833333333333333,grocery
capacity_weight,,0.4666666666666667,grocery
packing_type,packing_type,1.0,grocery
Product Category,,0.4375,grocery
Cup Capacity,,0.3076923076923077,grocery
Programmable,,0.25,grocery
Water Filtration,,0.3125,grocery
Carafes Supported,,0.23529411764705888,grocery
Removable Filter Basket,,0.21739130434782605,grocery
Brewing Pause Feature,,0.2857142857142857,grocery
Dimensions,,0.4,grocery
Auto Shut-off,,0.15384615384615385,grocery
Special Cleaning Cycle,,0.31999999999999995,grocery
Page,,0.2857142857142857,grocery
Bundle Includes,,0.2666666666666667,grocery
Outlet,,0.2857142857142857,grocery
Recognition,,0.4375,grocery
Title,,0.36363636363636365,grocery
Programmability,,0.2666666666666667,grocery
Carafes,,0.4285714285714286,grocery
Additional Feature,,0.2777777777777778,grocery
Cleaning,,0.5,grocery
Category,,0.375,grocery
Cup Size,,0.25,grocery
Carafe,,0.33333333333333337,grocery
Feature,,0.2857142857142857,grocery
Auto Shut-Off,,0.15384615384615385,grocery
Recognitions,,0.375,grocery
Brewing Capacity,,0.25,grocery
Brewing Pause 'n Serve,,0.2272727272727273,grocery
BPA Free,,0.25,grocery
Microwave Safe,,0.2142857142857143,grocery
Dishwasher Safe,,0.19999999999999996,grocery
Special Features,,0.43999999999999995,grocery
Brewing Process,,0.2666666666666667,grocery
Warmer,,0.4285714285714286,grocery
Width,,0.18181818181818177,grocery
Depth,,0.18181818181818177,grocery
Capacity (Weight),,0.3529411764705882,grocery
Compostable,,0.2727272727272727,grocery
CUBE,,0.09999999999999998,grocery
Product ID,,0.5,grocery
Provider,,0.25,grocery
Components,,0.19999999999999996,grocery
Organic,organic,0.8571428571428572,grocery
Serving Size,,0.33333333333333337,grocery
Item Number,,0.28,grocery
Preparation,,0.3846153846153846,grocery
Cleanup,,0.5714285714285714,grocery
Item model number,,0.31999999999999995,grocery
Additional_Title,,0.375,grocery
Food_Type,,0.5,grocery
Capacity_Weight,,0.4,grocery
Packing_Type,packing_type,0.8333333333333334,grocery
Calories,,0.5,grocery
Product Title,,0.5384615384615384,home
Features,,0.41666666666666663,home
Certification,certification,0.9230769230769231,home
Warranty,warranty,0.875,home
Product,,0.5,home
Specifications,,0.6428571428571428,home
Product title,,0.6153846153846154,home
Vat,,0.5,home
Voltage,voltage,0.8571428571428572,home
Type,,0.4,home
Well,,0.2857142857142857,home
Capacity,capacity,0.875,home
Controls,,0.25,home
Material,material,0.875,home
Amperage,,0.4,home
Power,,0.4,home
Color,color,0.8,home
Compartments,,0.33333333333333337,home
Extenders,,0.33333333333333337,home
Size,,0.25,home
Maximum Diameter,,0.4375,home
Maximum Height,,0.3571428571428571,home
Product Description,,0.368421052631579,home
Number of Compartments,,0.2727272727272727,home
Max Diameter,,0.5833333333333333,home
Max Height,,0.5,home
Product_Title,,0.6153846153846154,home
Stemware_or_Tumbler_Maximum_Diameter,,0.2777777777777778,home
Manufacturer,manufacturer,0.9166666666666666,home
MPN_Model,,0.13636363636363635,home
UPC_EAN,,0.09999999999999998,home
Made_in,made_in,0.8571428571428572,home
Condition,,0.3846153846153846,home
Dishwasher_Safe,,0.33333333333333337,home
Stackable,stackable,0.8888888888888888,home
NSF_Approved,,0.16666666666666663,home
Case_Pack,,0.33333333333333337,home
Shipping_Weight,,0.4666666666666667,home
Ships_Via,,0.33333333333333337,home
Fuel,,0.2857142857142857,home
Burners Configuration,,0.4285714285714286,home
Ignition,,0.3846153846153846,home
Ovens,,0.2857142857142857,home
Racks per Oven,,0.2857142857142857,home
Flue Riser Size,,0.2666666666666667,home
Construction,,0.3846153846153846,home
Total BTU,,0.30000000000000004,home
Certifications,certification,0.8571428571428572,home
Gas Type,,0.375,home
Width,width,0.8,home
Burner Configuration,,0.44999999999999996,home
Ignition Type,,0.23076923076923073,home
Oven Configuration,,0.4444444444444444,home
Oven Rack Include,,0.2941176470588235,home
Flue Riser,,0.25,home
Legs,,0.33333333333333337,home
Total heat output,,0.23529411764705888,home
Product type,product_type,0.8333333333333334,home
Fuel type,,0.41666666666666663,home
Burners,,0.3076923076923077,home
Base,,0.75,home
Flue riser size,,0.2666666666666667,home
BTU,,0.09999999999999998,home
Brand,,0.375,home
Fuel Type,,0.33333333333333337,home
Burners Description,,0.368421052631579,home
Oven Type,,0.25,home
Racks,,0.4,home
Adjustable Legs,,0.2666666666666667,home
Dimensions,,0.30000000000000004,home
Tier,,0.375,home
Temperature tolerance range,,0.2592592592592593,home
Number of shelf plates,,0.2727272727272727,home
Material of Shelf Plates,,0.29166666666666663,home
Protection,,0.46153846153846156,home
Number of posts,,0.19999999999999996,home
Additional features,,0.3157894736842105,home
Pre-assembled,,0.3076923076923077,home
Number of stationary traverses,,0.2666666666666667,home
Dovetails,,0.33333333333333337,home
Model,,0.2857142857142857,home
Shelving Dimensions,,0.3157894736842105,home
Temperature Resistance,,0.2727272727272727,home
Includes,,0.375,home
Operation Mode,,0.2142857142857143,home
Blade Size,,0.4,home
Applicable For,,0.2857142857142857,home
Product attributes,,0.4444444444444444,home
Top Material,,0.5833333333333333,home
Height,height,0.8333333333333334,home
Length,length,0.8333333333333334,home
Undershelf,,0.30000000000000004,home
Table Height,,0.41666666666666663,home
Metal Gauge,,0.36363636363636365,home
Metal Type,,0.30000000000000004,home
Table Size,,0.30000000000000004,home
Table Type,,0.30000000000000004,home
Table Material,,0.5,home
Top Width,,0.4444444444444444,home
Riser Size,,0.30000000000000004,home
Table Length,,0.5,home
Undershelf Material,,0.368421052631579,home
Gauge,gauge,0.8,home
Stainless Type,,0.40909090909090906,home
Product Attributes,,0.4444444444444444,home
Temperature Range,,0.2941176470588235,home
Door,,0.6,home
Frequency,,0.25,home
Cord Length,,0.4545454545454546,home
Plug Type,,0.33333333333333337,home
Standards,,0.33333333333333337,home
Amps,,0.75,home
Thermostat,,0.4,home
Door Type,,0.33333333333333337,home
Wattage,,0.5714285714285714,home
Product dimensions,,0.38888888888888884,home
Storage,,0.4285714285714286,home
Product description,,0.368421052631579,home
Construction material,,0.38095238095238093,home
Insulation material,,0.42105263157894735,home
Casters,,0.4285714285714286,home
Brakes,,0.33333333333333337,home
Product color,,0.46153846153846156,home
Manufacturer Part Number,,0.64,home
UPC,,0.30000000000000004,home
Made in,,0.7142857142857143,home
Case Pack,,0.33333333333333337,home
Shipping Weight,,0.4666666666666667,home
Shipping Via,,0.5833333333333333,home
Product Category,,0.4375,home
Installation,,0.46153846153846156,home
Power Type,,0.33333333333333337,home
Griddle Plate Material,,0.31818181818181823,home
Griddle Area,,0.25,home
Construction Material,,0.33333333333333337,home
Power Output,,0.25,home
Supplier,,0.25,home
Power type,,0.41666666666666663,home
Cooking Surface Dimensions,,0.34615384615384615,home
Phase,,0.6,home
Series,,0.4285714285714286,home
Top Type,,0.33333333333333337,home
Dimensions (WxD),,0.1875,home
Backsplash,,0.6,home
Top,,0.25,home
Leg Material,,0.5833333333333333,home
Feet Type,,0.33333333333333337,home
Product Type,,0.75,home
Front Material,,0.5,home
Side Material,,0.5384615384615384,home
Base Type,,0.33333333333333337,home
Additional Feature,,0.33333333333333337,home
Base Material,,0.5384615384615384,home
Fuel_Type,,0.41666666666666663,home
Location,,0.46153846153846156,home
Depth,depth,0.8,home
Grate_Material,,0.5,home
Grate_Design,,0.41666666666666663,home
Rock_Holder_Material,,0.35,home
Front_Material,,0.5,home
Balance_Material,,0.4375,home
Energy_Rating,,0.4285714285714286,home
Grate Material,,0.5,home
Grate Removable In,,0.2777777777777778,home
Rock Holder Material,,0.35,home
Balance Material,,0.4375,home
Export Model,,0.25,home
Product_title,,0.6923076923076923,home
Power_Source,,0.41666666666666663,home
Product_Type,product_type,0.8333333333333334,home
Placement,,0.33333333333333337,home
Grate_Details,,0.3846153846153846,home
Leg_Details,,0.3571428571428571,home
Power_Rating,,0.4285714285714286,home
Model_Details,,0.3571428571428571,home
Seller,,0.4285714285714286,home
Design,,0.33333333333333337,home
Casters Size,,0.41666666666666663,home
Regulator,,0.33333333333333337,home
Hoses,,0.4,home
Pilot,,0.4,home
Cooking Grid Material,,0.33333333333333337,home
Extra Purchase Requirement,,0.2692307692307693,home
Manufacturer or Supplier Item,,0.4137931034482759,home
ProductTitle,,0.5833333333333333,home
Approval,,0.25,home
Transportable,,0.3846153846153846,home
Materials,,0.7777777777777778,home
Radiants,,0.5,home
LegMaterial,,0.6363636363636364,home
CompleteGasSystem,,0.2941176470588235,home
Tanks,,0.4,home
Water Tubs,,0.4,home
Cooking Grids,,0.3846153846153846,home
Legs Material,,0.5384615384615384,home
Gas System,,0.30000000000000004,home
Ignitor,,0.2857142857142857,home
Gas Tanks,,0.33333333333333337,home
Description,,0.46153846153846156,home
Maximum Stemware or Tumbler Diameter,,0.25,home
Manufacturer Details,,0.55,home
Features and Product Details,,0.25,home
Dimensions & Packaging Info,,0.2222222222222222,home
Warranty Info,,0.5384615384615384,home
Number of Extenders,,0.26315789473684215,home
Maker,,0.4,home
Type of product,,0.19999999999999996,home
Product sub-category,,0.35,home
Max. dia.,,0.33333333333333337,home
Max. height,,0.5454545454545454,home
Product Brand,,0.46153846153846156,home
Product Series,,0.5,home
Bin Depth,,0.4444444444444444,home
Drain Diameter,,0.5,home
Bottle Racks,,0.25,home
Back Splash,,0.4545454545454546,home
Deep Bin,,0.25,home
Drain,,0.3076923076923077,home
Attributes,,0.23076923076923073,home
Product Code,,0.5833333333333333,home
Market,,0.4,home
Commercial or Residential,,0.28,home
Efficiency,,0.30000000000000004,home
Finish,,0.33333333333333337,home
Energy Efficiency,,0.2941176470588235,home
Mount,,0.33333333333333337,home
Stain Resistant,,0.31818181818181823,home
Heat Resistant,,0.3571428571428571,home
Motor Power Level,,0.23529411764705888,home
Noise Level,,0.2727272727272727,home
Manufacturing Location,,0.43999999999999995,home
Amount per pack,,0.33333333333333337,home
Properties,,0.30000000000000004,home
Age Group,,0.1333333333333333,home
Characteristic,,0.3571428571428571,home
Feature,,0.4285714285714286,home
Appearance,,0.30000000000000004,home
Product Features,,0.5,home
Number of pieces,,0.19999999999999996,home
Letter height,,0.46153846153846156,home
Letter thickness,,0.25,home
Age Recommendation,,0.33333333333333337,home
Adhesive,,0.375,home
Shape,shape,0.8,home
Flow Direction,,0.3571428571428571,home
Crossrails,,0.23076923076923073,home
Feet Material,,0.5384615384615384,home
Additional Information,,0.36363636363636365,home
Direction,,0.46153846153846156,home
Additional Features,,0.3157894736842105,home
Delivery,,0.375,home
Product specifications,,0.4545454545454546,home
Load Capacity,,0.5384615384615384,home
Caster Type,,0.36363636363636365,home
Product additional title,,0.33333333333333337,home
Number of shelves,,0.4117647058823529,home
Shelf type,,0.33333333333333337,home
Weight capacity per shelf,,0.31999999999999995,home
Number of Shelves,,0.3529411764705882,home
Capacity per shelf,,0.38888888888888884,home
Gallon,,0.33333333333333337,home
Diameter,diameter,0.875,home
Product category,,0.4375,home
Available from,,0.3571428571428571,home
Retailer,,0.5,home
Product_category,,0.5,home
Duty_type,,0.5,home
Control Type,,0.25,home
Settings,,0.375,home
Cleanliness,,0.36363636363636365,home
Pre-programmed Menu,,0.21052631578947367,home
Power Save,,0.30000000000000004,home
Notification Type,,0.5294117647058824,home
Power Levels,,0.33333333333333337,home
Stage Cooking,,0.3846153846153846,home
Ease of Cleaning,,0.375,home
One Touch Cook Function,,0.21739130434782605,home
Energy Save Function,,0.30000000000000004,home
Cooking Completion Indicator,,0.2142857142857143,home
Max. Rack,,0.2222222222222222,home
MPN / Model,,0.09090909090909094,home
UPC / EAN,,0.0,home
Made In,,0.5714285714285714,home
Dishwasher Safe,,0.2666666666666667,home
Ships Via,,0.33333333333333337,home
Warranty Terms,,0.5,home
Number of compartments,,0.31818181818181823,home
Maximum diameter,,0.5,home
Maximum height,,0.4285714285714286,home
Sink Specifications,,0.4736842105263158,home
Faucet,,0.5,home
Urn Trough,,0.19999999999999996,home
Trough feature,,0.3571428571428571,home
Counter Top Edge,,0.25,home
Drain Plate,,0.2727272727272727,home
Undershelves,,0.5833333333333333,home
Table Legs,,0.30000000000000004,home
Base Rack,,0.33333333333333337,home
Measurements,,0.33333333333333337,home
Inside stack height,,0.3157894736842105,home
Number of extenders,,0.26315789473684215,home
Inside rack height,,0.33333333333333337,home
NSF,,0.0,home
Countertop,,0.3846153846153846,home
product_title,,0.7692307692307692,home
brand,,0.4,home
location,,0.46153846153846156,home
product_description,,0.4736842105263158,home
size,,0.4,home
model,,0.4285714285714286,home
Region,,0.3846153846153846,home
Language,,0.5,home
Product Capacity,,0.5,home
Alternate Title,,0.33333333333333337,home
Shelving Type,,0.3076923076923077,home
Circuit Plate Type,,0.33333333333333337,home
Insulation,,0.3846153846153846,home
Material of Circuits,,0.35,home
Leg Feature,,0.36363636363636365,home
Circuit Type,,0.41666666666666663,home
Ice Bin Depth,,0.3076923076923077,home
Ice Bin Type,,0.25,home
Dimension,,0.33333333333333337,home
Weight Type,,0.4545454545454546,home
Category,,0.375,home
Shelf Quantity,,0.2857142857142857,home
Shelf Size,,0.30000000000000004,home
Handle,,0.33333333333333337,home
Weight Capacity,,0.4666666666666667,home
Shelves,shelves,0.8571428571428572,home
Edge Type,,0.33333333333333337,home
Bumpers,,0.4285714285714286,home
Welding,,0.4285714285714286,home
Vendor,,0.33333333333333337,home
Sections,,0.3846153846153846,home
Door Material,,0.5384615384615384,home
Door Handle,,0.2727272727272727,home
Number of Drawers,,0.23529411764705888,home
Drawer Handle Material,,0.31818181818181823,home
Interior Material,,0.4117647058823529,home
Exterior Material,,0.4117647058823529,home
Shelving,,0.5,home
Refrigeration System,,0.35,home
Power Requirement,,0.2941176470588235,home
Number of Doors,,0.19999999999999996,home
Product Sections,,0.4375,home
Number of Stainless Steel Doors,,0.3870967741935484,home
Door Style,,0.33333333333333337,home
Drawer Style,,0.33333333333333337,home
Number of Stainless Steel Shelves,,0.4545454545454546,home
Foot Type,,0.41666666666666663,home
Backsplash Height,,0.3529411764705882,home
Splash,splash,0.8333333333333334,home
Table Gauge,,0.4545454545454546,home
Edge,,0.4,home
Legs Gauge,,0.5,home
Feet,,0.5,home
Compatible With,,0.33333333333333337,home
Premium,,0.25,home
Swivel,,0.33333333333333337,home
Brake,,0.4,home
Compatibility,,0.3846153846153846,home
Volume,,0.4285714285714286,home
Fire Resistant,,0.2857142857142857,home
Approvals,,0.2222222222222222,home
Product Variant,,0.4,home
Deck Material,,0.5384615384615384,home
Dimensions (L x W),,0.16666666666666663,home
Reinforcement Material,,0.36363636363636365,home
Deck,,0.25,home
Deck Size,,0.2222222222222222,home
Reinforcement,,0.23076923076923073,home
Rubber Pads Thickness,,0.19047619047619047,home
Assembly,,0.25,home
Table top width,,0.33333333333333337,home
Table top length,,0.375,home
Top thickness,,0.23076923076923073,home
Lock mechanism,,0.2142857142857143,home
Edge design,,0.36363636363636365,home
Foot caps,,0.33333333333333337,home
Leg material,,0.6666666666666667,home
ProductDescription,,0.38888888888888884,home
Use,,0.5,home
Lid Securement,,0.2142857142857143,home
Rust Resistance,,0.28,home
Spigot,,0.5,home
Stackability,,0.5833333333333333,home
Included Extras,,0.19999999999999996,home
Compartment Quantity,,0.30000000000000004,home
Mounting Location,,0.47058823529411764,home
Front-to-back Measurement,,0.24,home
Drain Opening,,0.3846153846153846,home
Trim Size,,0.23076923076923073,home
Usability,,0.4444444444444444,home
Mounting Type,,0.3076923076923077,home
Front-to-back,,0.23076923076923073,home
Mount Type,,0.5,home
Has Drain Opening,,0.3529411764705882,home
Usage Note,,0.30000000000000004,home
Wide Top,,0.25,home
Riser,,0.4,home
Posts Material,,0.5,home
Riser Height,,0.41666666666666663,home
Post Material,,0.5384615384615384,home
Stainless Steel Type,,0.5909090909090908,home
Compartment,,0.2727272727272727,home
Indoor/Outdoor,,0.2142857142857143,home
Function,,0.3846153846153846,home
Recommended use,,0.19999999999999996,home
Backsplash size,,0.4,home
Edge type,,0.41666666666666663,home
Turndown,,0.23076923076923073,home
Bracing,,0.4285714285714286,home
Compliance,,0.4,home
Steel Type,,0.25,home
Top Backsplash,,0.4285714285714286,home
Edge Front,,0.19999999999999996,home
Sides Feature,,0.3076923076923077,home
KD,,0.0,home
Style,,0.33333333333333337,home
Cooling Method,,0.4285714285714286,home
Production,,0.5,home
Cube Size,,0.23076923076923073,home
attributes,,0.30000000000000004,home
Levels,,0.4285714285714286,home
Lighting,,0.375,home
Ends Material,,0.5384615384615384,home
Top Doors,,0.33333333333333337,home
Rear Doors,,0.19999999999999996,home
Safety Standards,,0.3125,home
Sanitation Standards,,0.25,home
HP,,0.09999999999999998,home
Refrigeration Type,,0.38888888888888884,home
Exterior,,0.5,home
Interior Lighting,,0.2941176470588235,home
Rear,,0.5,home
Safety approvals,,0.3125,home
Sanitation approvals,,0.25,home
Motor Power,,0.2727272727272727,home
Additional_Feature,,0.33333333333333337,home
Leg size,,0.25,home
Heat output,,0.2727272727272727,home
Gas_Type,,0.375,home
Fryer_Type,,0.41666666666666663,home
Weight_Capacity,,0.4666666666666667,home
Basket_Material,,0.4666666666666667,home
Basket_Quantity,,0.33333333333333337,home
Temperature_Control_Range,,0.28,home
Pilot_Type,,0.41666666666666663,home
Kettle_Material,,0.4666666666666667,home
Leg_Dimension,,0.33333333333333337,home
Heat_Output,,0.2727272727272727,home
Product Dimensions,,0.38888888888888884,home
Product Load Capacity,,0.38095238095238093,home
Product Duty,,0.5,home
Product Material,,0.4375,home
Tube Size,,0.23076923076923073,home
Support Bars,,0.25,home
Wheel Size,,0.30000000000000004,home
Tube Spacing,,0.33333333333333337,home
Guaranty,,0.625,home
Mobility,,0.375,home
Load_Type,,0.41666666666666663,home
Tube_Dimension,,0.3571428571428571,home
Support_Bars,,0.25,home
Tube_Spacing,,0.3571428571428571,home
Doors,,0.4,home
Keel Compatibility,,0.2777777777777778,home
Sub Top Material,,0.4375,home
External Finish Color,,0.23809523809523814,home
Wall & Ceiling Material,,0.30434782608695654,home
Floor Material,,0.5,home
Refrigeration,,0.5384615384615384,home
Parts Origin,,0.33333333333333337,home
Material of Shelves,,0.368421052631579,home
Keg Capacity,,0.5833333333333333,home
Exterior Finish,,0.2666666666666667,home
Wall Material,,0.5384615384615384,home
Ceiling Material,,0.4375,home
Hp,,0.25,home
Ice Type,,0.33333333333333337,home
Cooling System,,0.4285714285714286,home
Storage Capacity,,0.4375,home
Production Rate,,0.4666666666666667,home
Custom Cabinet Compatible,,0.28,home
CleanCycle Auto-flush,,0.23809523809523814,home
Greaseless Bearings,,0.368421052631579,home
Model_Number,,0.28,home
Cube_Type,,0.41666666666666663,home
Cooling_Type,,0.5,home
Daily_Ice_Production,,0.35,home
Storage_Bin_Capacity,,0.35,home
Condenser_Type,,0.3571428571428571,home
Exterior_Material,,0.4117647058823529,home
Custom_Cabinet_Door_Accommodation,,0.36363636363636365,home
Approval_Types,,0.4285714285714286,home
Power_Consumption,,0.3529411764705882,home
IceStyle,,0.33333333333333337,home
CoolingType,,0.5454545454545454,home
Condenser,,0.33333333333333337,home
IceProduction,,0.46153846153846156,home
StorageCapacity,,0.4666666666666667,home
ExteriorMaterial,,0.4375,home
PowerSupply,,0.2727272727272727,home
Ice Production Capacity,,0.34782608695652173,home
Ice Style,,0.25,home
Custom Cabinet Door,,0.26315789473684215,home
Usage,,0.4285714285714286,home
Self-contained Condenser,,0.20833333333333337,home
Ice Storage Capacity,,0.4,home
Use Case,,0.375,home
Characteristics,,0.33333333333333337,home
Customization,,0.5384615384615384,home
Built-in Storage,,0.3125,home
Operation,,0.46153846153846156,home
Antimicrobial Agent,,0.26315789473684215,home
Refrigerant,,0.36363636363636365,home
Current,,0.5,home
CEC Compliance,,0.2857142857142857,home
ADA Compliance,,0.2857142857142857,home
Maker Type,,0.30000000000000004,home
Cooling Type,,0.5,home
Ice Production,,0.4285714285714286,home
Built-In Storage,,0.3125,home
Bin Material,,0.5833333333333333,home
CEC Compliant,,0.3076923076923077,home
Ice Dispensing Height,,0.23809523809523814,home
Surfaces ,,0.33333333333333337,home
Surface Resistance,,0.33333333333333337,home
Weight,height,0.8333333333333334,home
Handling,,0.5,home
Handles,,0.2857142857142857,home
Corner Shape,,0.33333333333333337,home
Total Capacity,,0.5,home
Casters Type,,0.33333333333333337,home
Casters Configuration,,0.4285714285714286,home
Assembly Required,,0.23529411764705888,home
Burner Type,,0.3076923076923077,home
Number of Burners,,0.2941176470588235,home
Grate Type,,0.33333333333333337,home
Griddle Size,,0.25,home
Griddle Position,,0.25,home
Oven Ignition,,0.3076923076923077,home
Number of Oven Racks,,0.19999999999999996,home
Leg Size,,0.25,home
Burner Count,,0.3076923076923077,home
Pilot Type,,0.33333333333333337,home
Included Items,,0.24,home
Flue Riser Type,,0.19999999999999996,home
Griddle,,0.2857142857142857,home
Griddle Controls,,0.2272727272727273,home
Ignition system,,0.19999999999999996,home
Oven type,,0.33333333333333337,home
Included,,0.33333333333333337,home
range_type,,0.5,home
fuel_type,,0.5,home
range_width,,0.4545454545454546,home
burner_type,,0.41666666666666663,home
burner_count,,0.3076923076923077,home
griddle_width,,0.3846153846153846,home
griddle_position,,0.3125,home
oven_control,,0.2666666666666667,home
oven_base,,0.4444444444444444,home
pilot_type,,0.5833333333333333,home
flue_riser_width,,0.3125,home
shelf_type,,0.41666666666666663,home
material,material,1.0,home
legs,,0.5,home
heat_output,,0.36363636363636365,home
certifications,certification,0.9285714285714286,home
BacksplashSize,,0.4285714285714286,home
Front&SideRims,,0.2272727272727273,home
CrossrailsMaterial,,0.38888888888888884,home
Orientation,,0.5384615384615384,home
Rolled Front & Side Rims,,0.20833333333333337,home
Crossrails Material,,0.368421052631579,home
Product size,,0.5833333333333333,home
NSF Certified,,0.23076923076923073,home
Leg Materials,,0.5384615384615384,home
Crossrails Materials,,0.35,home
Table Width,,0.36363636363636365,home
Crossrail Material,,0.38888888888888884,home
Backsplash Length,,0.3529411764705882,home
Grates,,0.375,home
Shelf,,0.4285714285714286,home
Range Width,,0.36363636363636365,home
