record_id,category,cluster_id,Capacity,Product Type,Length,Page Yield,Retail UPC,Manufacturer Stock Number,Sheet Perforation,Material,Width,Height,Depth,Pack Quantity,Brand,Closure,Paper Weight,Color(s),Mounting,Binding,source,title,description
1400051,Office Products,317805,n/a,n/a,n/a,"24,000",n/a,0C930H2YG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Yellow,n/a,n/a,www.printerland.co.uk,"""Genuine Lexmark Yellow High Yield Toner Cartridge (24,000 Pages) for C935 Printers"" 000 - 0C930H2YG "" "" (24","""
                            Yellow High Yield Toner Cartridge (24,000 Pages) for Lexmark C935 Printers. Lexmark Cartridge Collection Program includes various methods of return and sponsors unique collection partnerships around the world. Collection programs are always free to the consumer and are designed to be easy to use. Country-specific instructions and shipping labels are available online. Empty cartridges may also be returned through participating Lexmark authorised supplies resellers.""@en "
5983817,Office Products,317805,n/a,n/a,n/a,"24,000",n/a,C930H2YG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Yellow,n/a,n/a,printerexperts.com,"""Genuine Lexmark C930H2YG Yellow Toner Cartridge (24,000 Yield)"" (24 000 Yield) -- Printer Experts | Experts""","""Lexmark New Original  C930, C932 Series Yellow Toner (24 000 Yield)"" "
16333543,Office Products,360744,n/a,n/a,n/a,n/a,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,ink4less.com,"""Lexmark T650 (T650A11A) Black Toner Print Cartridge - Return Program""-us Program by Lexmark | ink4less.com""-us","""The Lexmark T650 (T650A11A) Black Toner Print Cartridge - Return Program has been specifically designed to produce consistent, sharp output from your Lexmark printer (see other compatibility below). The T650A11A has been manufactured under industry standards, including requirements based on the ISO quality system, and is warranted to be free from defects in materials and workmanship for one year for Compatible and Remanufactured products. Genuine OEM products are warrantied by their respective manufacturer.OEM products are backed by our warranty. Get your printer ink for less at Ink4Less today.""@en-us "
9767205,Office Products,360744,n/a,n/a,n/a,7K,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.tonermax-apo-fpo.com,"""LEXMARK T650N RP PRINT CARTRIDGE BLACK 7K"" "" LEXMARK 7K / T650A11A",
16612756,Office Products,360744,n/a,n/a,n/a,7K,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.tonermax.com,"""Compatible for LEXMARK T650N RP PRINT CARTRIDGE BLACK 7K"" "" COMPATIBLE FOR 7K / T650A11A",
6476371,Office Products,360744,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.govconnection.com,"""Open Box Lexmark Black Return Program Toner Cartridge for T650, T652 & T654 Series Printers"" ""Buy Open T650 at Connection Public Sector Solutions""",
10233996,Office Products,360744,n/a,n/a,n/a,n/a,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.swapink.com,"""Genuine Lexmark T650A11A Black Toner Cartridge"" Cartridge -- Swap Ink | Ink""","""Genuine Lexmark T650A11A Black Toner Cartridge for use in T650N, T652N, T654N"" "
16839864,Office Products,360744,n/a,n/a,n/a,7000,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,tonerprice.com,"""T650A11A Genuine Lexmark Toner Cartridge, 7000 Page-Yield, Black"" Cartridge Page-Yield Black - T-654DN T Series Ink & Toner""","""Genuine Lexmark toner for T650dn, T650dtn, T650n, T652dn, T652dtn, T652n, T654dn, T654dtn, T654n, T656dne.""@en "
1709789,Office Products,360744,n/a,n/a,n/a,7K,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.tonermax-pacific.com,"""Compatible for LEXMARK T650N RP PRINT CARTRIDGE BLACK 7K"" "" COMPATIBLE FOR 7K / T650A11A",
16188354,Office Products,360744,7K,n/a,n/a,n/a,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,LEXMARK,n/a,n/a,Black,n/a,n/a,www.besttonerbuys.com,"""Compatible for LEXMARK T650N RP PRINT CARTRIDGE BLACK 7K"" "" COMPATIBLE FOR 7K / T650A11A",
2487014,Office Products,360744,n/a,n/a,n/a,"7,000",n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.cdw.com,"""Lexmark T65X Black Ink Cartridge"" "" Lexmark Cartridge - T650A11A Laser Printer Toners CDW.com","""The Lexmark T65X Toner Cartridge is designed to print documents, charts, graphs and more with precision. This return program cartridge comes with a 7000-page duty cycle to maximize print productivity. It is compatible with numerous printers, including Lexmark T 650dn, Lexmark T 650dtn, Lexmark T 650n, Lexmark T 652dn and many more to provide flexible operations. Complying with the ISO/IEC 19752 standards, this cartridge minimizes print time and increases efficiency. The standard yield toner enhances document quality with clean and crisp black text and graphics. Get this reliable and efficient printer cartridge to simplify printing at work or at home.  Black toner cartridge ensures high-quality printsPrints crisp, clear text that stands out on a bright white page7,000-page yield for maximum print capacityCompatible with a number of printers for flexibility"" "
12363406,Office Products,360744,n/a,n/a,n/a,7K,n/a,T650A11A,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Black,n/a,n/a,www.tonermax-alaska.com,"""LEXMARK T650N RP PRINT CARTRIDGE BLACK 7K"" "" LEXMARK 7K / T650A11A",
14745992,Office Products,419186,n/a,n/a,n/a,"24,000",n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,printerexperts.com,"""Genuine Lexmark C930H2MG Magenta Toner Cartridge (24,000 Yield)"" 000 Yield) -- Printer Experts | Experts"" (24","""Lexmark New Original  C930, C932 Series Magenta Toner (24 000 Yield)"" "
14642368,Office Products,419186,n/a,n/a,n/a,n/a,n/a,0C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,n/a,n/a,n/a,tweakers.net,"""Lexmark 0C930H2MG - Prijzen ""@NL Tweakers""@NL",
14729207,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.extramiletoner.com,"""Compatible for LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" COMPATIBLE FOR HY / C930H2MG",
16159826,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.tonermax.com,"""Compatible for LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" COMPATIBLE FOR HY / C930H2MG",
695658,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.tonermax-pacific.com,"""LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" LEXMARK HY / C930H2MG",
7742432,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.alfatec.co.uk,"""Lexmark C930H2MG, Toner Cartridge- HC Magenta, C935- Original"" Magenta C930H2MG","""Lexmark C930H2MG, Toner Cartridge- HC Magenta, C935- Original""@en "
15119945,Office Products,419186,n/a,n/a,n/a,24K,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.valueshop.co.uk,"""Genuine Lexmark High Capacity Magenta Toner Cartridge, 24K Yield (C930H2MG)"" ""Lexmark C930H2MG Cartridge - Printer ValueShop""","""




                    Genuine high capacity Lexmark magenta toner cartridge, part number C930H2MG for 5 Lexmark C Series printers.
                "" "
1866425,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.tonermax-apo-fpo.com,"""LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" LEXMARK HY / C930H2MG",
299230,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.tonermax-alaska.com,"""LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" LEXMARK HY / C930H2MG",
16216269,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,ink4less.com,"""Lexmark C930H2MG High Yield Magenta Toner Cartridge""-us Cartridge by Lexmark | ink4less.com""-us","""The Lexmark C930H2MG High Yield Magenta Toner Cartridge has been specifically designed to produce consistent, sharp output from your Lexmark printer (see other compatibility below). The C930H2MG has been manufactured under industry standards, including requirements based on the ISO quality system, and is warranted to be free from defects in materials and workmanship for one year for Compatible and Remanufactured products. Genuine OEM products are warrantied by their respective manufacturer.Genuine Lexmark Toner Cartridge products are backed by our warranty. Get your printer ink for less at Ink4Less today.""@en-us "
8197476,Office Products,419186,n/a,n/a,n/a,"24,000 Pages",n/a,0C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.printerland.co.uk,"""Genuine Lexmark Magenta High Yield Toner Cartridge (24,000 Pages) for C935 Printers"" 000 - 0C930H2MG "" "" (24","""
                            Magenta High Yield Toner Cartridge (24,000 Pages) for Lexmark C935 Printers. Lexmark Cartridge Collection Program includes various methods of return and sponsors unique collection partnerships around the world. Collection programs are always free to the consumer and are designed to be easy to use. Country-specific instructions and shipping labels are available online. Empty cartridges may also be returned through participating Lexmark authorised supplies resellers.""@en "
10458644,Office Products,419186,n/a,n/a,n/a,"24,000",n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.inktechnologies.com,"""C930H2MG Toner Cartridge - Lexmark Genuine OEM (Magenta)"" ""C930H2CG (Cyan)""","""
                                

                                Genuine OEM Lexmark Toner Cartridge, Magenta, High Capacity 24,000 page yield. Lexmark part number: C930H2MG. Color Laser Toner Cartridge compatible with Lexmark C935.
                            "" "
2949294,Office Products,419186,n/a,n/a,n/a,24000,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,tonerprice.com,"""C930H2MG Genuine Lexmark High-Yield Toner Cartridge, 24000 Page-Yield, Magenta"" Page-Yield Cartridge Magenta - C-935DN C Series Ink & Toner""","""Genuine Lexmark magenta toner for C935, C935dn, C935dtn, C935hdn. Creates crisp professional-quality prints and documents. Expect fine lines, crisp edges, and sharp borders. High-capacity ensures maximum print volume.""@en "
6408269,Office Products,419186,n/a,n/a,n/a,n/a,n/a,C930H2MG,n/a,n/a,n/a,n/a,n/a,n/a,Lexmark,n/a,n/a,Magenta,n/a,n/a,www.besttonerbuys.com,"""Compatible for LEXMARK C935 TONER CARTRIDGE MAGENTA HY"" "" COMPATIBLE FOR HY / C930H2MG",
11383004,Office Products,581205,n/a,Presentation Display Boards,n/a,n/a,71912667001,n/a,n/a,Corrugated,n/a,n/a,n/a,4,Pacon Spotlight,n/a,n/a,Assorted,n/a,n/a,www.officesuppliesauthority.com,"""Pacon Spotlight Corrugated Presentation Display Boards, 48 x 36, Assorted, 4/Carton"" ""Presentation Boards - Page 5 | Office Supplies Authority""","""Spotlight Corrugated Presentation Display Boards"" "
2564487,Office Products,581205,n/a,Poster Boards,n/a,n/a,71912667001,n/a,n/a,Corrugated,n/a,n/a,n/a,4,Pacon,n/a,n/a,Assorted,n/a,n/a,www.officesuppliesauthority.com,"""Pacon Spotlight Corrugated Presentation Display Boards, 48 x 36, Assorted, 4/Carton"" ""Poster Boards | Office Supplies Authority""","""Spotlight Corrugated Presentation Display Boards"" "
274055,Office Products,581205,n/a,Presentation Board,n/a,n/a,71912667001,PAC37654,n/a,Single-wall corrugated board,n/a,n/a,n/a,4,Pacon,n/a,n/a,Assorted,n/a,n/a,www.restockit.com,"""Pacon Presentation Board"" "" Pacon Board - PAC37654 ReStockIt ""","""Presentation BoardSingle-wall corrugated board. Natural Kraft on the back side.Presentation BoardTri-fold 48 x 36 board for science fair projects, booths and displays.Colors Include-One each of blue, green, yellow & red.4 per CartonAssortedHeader sold separately, item PAC3761.ALTERNATE ITEM #: 154523, 518307, 37654, B001E677FAUPC: 045173376545
""@en "
3756639,Office Products,581205,n/a,Boards,48,n/a,71912667001,PAC37654,n/a,corrugated board,36,n/a,n/a,4,Pacon,n/a,n/a,Assorted,n/a,n/a,www.ontimesupplies.com,"""Spotlight Corrugated Presentation Display Boards, 48 x 36, Assorted, 4/Carton"" Boards by Pacon® PAC37654 - OnTimeSupplies.com""","""Ideal for science fair projects, booths and displays. Lightweight, single-wall corrugated board for easy portability. Natural Kraft on back side. 
"" "
3861472,Office Products,581205,n/a,n/a,n/a,n/a,71912667001,PAC37654,n/a,n/a,n/a,n/a,n/a,n/a,Pacon,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,""" Pacon Presentation Boards ""-US ""Pacon - PAC37654 | OfficeSupply.com""-US",
14042593,Office Products,905302,n/a,n/a,30,n/a,087547356036,UNV35603,n/a,20-lb. bleed-resistant paper,25,n/a,n/a,2,Universal,n/a,20-lb.,White,Self-sticking sheets,n/a,www.ontimesupplies.com,"""Self Stick Easel Pads, Unruled, 25 x 30, White, 2 30 Sheet Pads/Carton"" Pads by Universal® UNV35603 - OnTimeSupplies.com""","""A high-quality, value-priced easel pad with no release liner. Self-sticking sheets adhere to most surfaces and leave no messy residue. 20-lb. bleed-resistant paper. Convenient carrying handle. 
"" "
11873364,Office Products,905302,n/a,Canvas Panels,n/a,n/a,087547356036,n/a,Perforated,n/a,25.5,n/a,0.88,30,n/a,n/a,n/a,n/a,n/a,n/a,www.paperproductsoutlet.com,"""Self-Stick Easel Pads, 2 30-Sheet Pads/Carton"" ""Art Paper - Page 47 | Products Outlet""","""UNV35603 Features: -Pad type: Easel. -Ruling: Unruled. -Number of sheets per pad: 30. -Sheet perforation: Perforated. -Made in USA. -Sheet: 25'' x 30''. Product Type: -Canvas Panels. Dimensions: Overall Width at Base - Side to Side: -25.5"". Overall Depth at Base - Front to Back: -0.88"". Overall Product Weight: -8.5 lbs."" "
1796864,Office Products,905302,n/a,Easel Pads,30,n/a,087547356036,n/a,Unruled,20-lb. bleed-resistant paper,25,n/a,n/a,2,Universal Oneâ„¢,n/a,20-lb.,White,Self-sticking sheets adhere to most surfaces,n/a,www.officefurnituretown.com,"""Universal Oneâ„¢ Self-Stick Easel Pads, Unruled, 25 X 30, White, 2 30-Sheet Pads/Carton"" ""Carts & Stands - Page 321 | Office Furniture Town""","""A high-quality, value-priced easel pad with no release liner. Self-sticking sheets adhere to most surfaces and leave no messy residue. 20-lb. bleed-resistant paper. Convenient carrying handle."" "
14247211,Office Products,905302,n/a,n/a,n/a,n/a,087547356036,n/a,n/a,20-lb. bleed-resistant paper,n/a,n/a,n/a,30,Universal,n/a,n/a,White,Self-sticking,n/a,www.restockit.com,"""Universal Self Stick Easel Pad"" Faint Grid Pattern 25 x 30 2 Pads/Pack - UNV35603 ReStockIt "" Sheets/Pad "" Universal Pad","""Self-Stick Easel PadA high-quality, economical alternative to the leading brand. Peel away the liner strip to expose the repositionable adhesive. Self-sticking sheets leave no messy residue and stick to most surfaces. 20-lb. bleed-resistant paper contains 30% post-consumer recycled content. Convenient carrying handle. 25 x 30 sheets. 30 sheets per pad. 2 pads per pack.COLOR: WhiteALTERNATE ITEM #: 574032, 573058, B002XJNF94, SPR52625CUBE: 1.00UPC: 087547356036INNER PACKAGING: 30.
""@en "
7717594,Office Products,944175,n/a,n/a,n/a,"45,000 Pages",n/a,0279B003AA,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,www.4inkjets.com,""" Canon GPR17 Compatible Black Toner Cartridge 0279B003AA (45,000 Pages)"" ""Canon ImageRunner 5070 Cartridges - 4inkjets""",
1533708,Office Products,944175,n/a,n/a,n/a,45000,n/a,GPR-17,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,www.officesuppliesauthority.com,"""Canon GPR-17 for Use In Models Imagerunner 5570 / 6570 Digital Copier, Average Yield 45,000"" ""Copiers | Office Supplies Authority""","""Creates crisp and professional looking output. Designed to complement your printers capability. Installs easily, saving time and energy. Device Types: Laser Printer Colors: Black Page-Yield: 45000."" "
999658,Office Products,944175,n/a,Laser Printer Toners,n/a,n/a,n/a,0279B003AA,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,www.cdw.com,"""Canon GPR 17 Black Toner Cartridge "" Canon - 0279B003AA Laser Printer Toners CDW.com","""Canon has poured all the Know How of its extraordinary history of developing innovative office machines into each of its copiers, printers, and networked office systems. The same superiority of design and manufacture goes into all of the Canon-branded consumable imaging supplies and parts for this equipment. Naturally, no one makes better parts and supplies for Canon products than Canon. Using genuine Canon parts and supplies is your best insurance against equipment damage, and possibly voiding your equipment warranty."" "
1924053,Office Products,944175,n/a,n/a,n/a,45000,n/a,0279B003AA,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,tonerprice.com,"""0279B003AA ( GPR 17 )Genuine Canon Toner Cartridge, 45000 Page-Yield, Black"" Cartridge Page-Yield Black - Imagerunner 5570 ImageRunner Ink & Toner""","""Genuine Canon toner for ImageRunner 5070, ImageRunner 5570, ImageRunner 6570, GPR17. Creates crisp and professional looking output. Designed to compliment your printers capability. Installs easily, saving time and energy.""@en "
11889560,Office Products,944175,n/a,n/a,n/a,45000,n/a,GPR-17,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,www.officetechonline.com,"""Canon GPR-17 for Use In Models Imagerunner 5570 / 6570 Digital Copier, Average Yield 45,000"" ""Copiers - Page 5 | Office Tech Online""","""Creates crisp and professional looking output. Designed to complement your printers capability. Installs easily, saving time and energy. Device Types: Laser Printer Colors: Black Page-Yield: 45000."" "
16527853,Office Products,944175,n/a,n/a,n/a,n/a,n/a,0279B003AA,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,ink4less.com,"""Canon GPR-17BK (0279B003AA) Black Copier Toner""-us Toner by Premium Quality | ink4less.com""-us","""The Canon GPR-17BK (0279B003AA) Black Copier Toner has been specifically designed to produce consistent, sharp output from your Canon printer (see other compatibility below). The 0279B003AA has been manufactured under industry standards, including requirements based on the ISO quality system, and is warranted to be free from defects in materials and workmanship for one year for Compatible and Remanufactured products. Genuine OEM products are warrantied by their respective manufacturer.Compatible Copier Toner Cartridge products are backed by our warranty. Get your printer ink for less at Ink4Less today.""@en-us "
722018,Office Products,944175,n/a,n/a,n/a,"45,000",n/a,0279B003AA,n/a,n/a,n/a,n/a,n/a,n/a,Canon,n/a,n/a,Black,n/a,n/a,www.inkcartridges.com,""" Compatible GPR17 Canon 0279B003AA Black Toner - (45,000 Pages)"" ""Canon ImageRunner 6570 Laser Cartridges and Printer Supplies InkCartridges""",
16801495,Office Products,1793425,250 Cards,n/a,n/a,n/a,071912667001,n/a,n/a,metal,n/a,n/a,n/a,n/a,Rolodex,n/a,n/a,Black,n/a,n/a,www.restockit.com,"""Rolodex Open Rotary Card File"" Black Finish - ROL66700 ReStockIt "" 24 Guides 250 1 3/4 x 3 1/4 Cards "" Rolodex File","""Open Rotary Card File, Black FinishTubular metal frame. Cards rotate and hold steady for viewing. Includes cards and insertable tab A-Z index guides.250 Cards/24 GuidesIdeal card size for a name and fax number.1-3/4 x 3-1/4 Card SizeCOLOR: BlackALTERNATE ITEM #: 839761, 805929, 66700, B00006IBS5UPC: 071912667001
""@en "
93706,Office Products,1793425,250,n/a,3 1/4,n/a,071912667001,n/a,n/a,n/a,1 3/4,n/a,n/a,n/a,Rolodex,n/a,n/a,Black,n/a,n/a,www.paperproductsoutlet.com,"""Rolodex 66700 Open Rotary Card File Holds 250 1 3/4 x 3 1/4 Cards Black"" ""Cards & Stock - Page 371 | Paper Products Outlet""","""Open Rotary Card File Holds 250 1 3/4 x 3 1/4 Cards"" "
1763246,Office Products,1793425,250,Filing Products,n/a,n/a,071912667001,ROL66700,n/a,tubular metal,n/a,n/a,n/a,1,Rolodex,n/a,n/a,Black,n/a,n/a,www.officesuppliesauthority.com,"""Rolodex Card File, Classic Mini Open Rotary File 250-Cards 1-3/4"" x 3-1/4"", Box of 1, Black (ROL66700)"" ""Filing Products - Page 1151 | Office Supplies Authority""","""Swivels to give you 360-degree access to all of your contacts. Includes 250 blank 1-3/4"" x 3-1/4"" cards and 24 blue A-Z index dividers. Large, easy-grip textured knobs make it easy to find the card you need.. Smooth-turning rotary mechanism allows cards to rotate then hold steady for viewing. Made with a tough tubular metal frame and high gloss finish"" "
7154144,Office Products,1793425,250,Filing Products,n/a,n/a,071912667001,ROL66700,n/a,tubular metal,n/a,n/a,n/a,1,Rolodex,n/a,n/a,Black,n/a,n/a,www.teachersuppliesdirect.com,"""Rolodex Card File, Classic Mini Open Rotary File 250-Cards 1-3/4"" x 3-1/4"", Box of 1, Black (ROL66700)"" ""Filing Products - Page 41 | Teacher Supplies Direct""","""Swivels to give you 360-degree access to all of your contacts. Includes 250 blank 1-3/4"" x 3-1/4"" cards and 24 blue A-Z index dividers. Large, easy-grip textured knobs make it easy to find the card you need.. Smooth-turning rotary mechanism allows cards to rotate then hold steady for viewing. Made with a tough tubular metal frame and high gloss finish"" "
4200423,Office Products,1793425,250 1 3/4 x 3 1/4 Cards,n/a,n/a,n/a,071912667001,ROL66700,n/a,n/a,n/a,n/a,n/a,n/a,Rolodex,n/a,n/a,Black,n/a,n/a,www.ontimesupplies.com,"""Open Rotary Card File Holds 250 1 3/4 x 3 1/4 Cards, Black"" Cards by Rolodex™ ROL66700 - OnTimeSupplies.com""","""Keep contact information organized and within reach with the Rolodex Open Rotary Card File. With snap-in cards and A-to-Z index dividers, the convenient rotary card file includes everything you need to file and retrieve phone numbers and emails. 
"" "
9261789,Office Products,1793425,250 Card,n/a,n/a,n/a,071912667001,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Rolodex,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,"""Rolodex Classic 250 Card Rotary File""-US ""Shop for Files & Holders Storage Organization and More | OfficeSupply.com""-US",
3324737,Office Products,1989228,n/a,n/a,n/a,n/a,043100152002,MEA15200,n/a,n/a,n/a,n/a,n/a,n/a,Mead,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,""" Mead Wide Ruled Loose Leaf Paper ""-US ""Mead - MEA15200 | OfficeSupply.com""-US",
11851241,Office Products,1989228,200 sheets,n/a,n/a,n/a,043100152002,15200,n/a,Paper,n/a,n/a,n/a,5,Mead,n/a,n/a,n/a,n/a,three hole-punched,www.officesuppliesauthority.com,"""Filler Paper by Mead, Wide Ruled, 200 Sheets (15200), 5 Pack 8 x 10.5"" ""Paper - Page 1331 | Office Supplies Authority""","""Mead Filler Paper is very durable and will hold up well during the school year and beyond. Mead Filler Paper is three hole-punched for easy placement in a standard binder or pocket & prong folder. It is wide ruled for clear note taking and comes with 200 sheets."" "
