,Category,Mapped Attribute,Count,Percentage
65,grocery,material,6,2.3529411764705883
66,grocery,microwave safe,1,0.392156862745098
67,grocery,model number,2,0.7843137254901961
68,grocery,net weight per unit,1,0.392156862745098
69,grocery,nutritional highlights,2,0.7843137254901961
70,grocery,pack count,1,0.392156862745098
71,grocery,pack_quantity,1,0.392156862745098
72,grocery,pack_quantity,1,0.392156862745098
73,grocery,pack size (weight),1,0.392156862745098
74,grocery,pack size (oz),1,0.392156862745098
75,grocery,package size,1,0.392156862745098
76,grocery,package style,1,0.392156862745098
77,grocery,packing_type,2,0.7843137254901961
78,grocery,packaging details,2,0.7843137254901961
79,grocery,packing_type,1,0.392156862745098
80,grocery,package_function,1,0.392156862745098
81,grocery,packaging per unit,1,0.392156862745098
82,grocery,pack_quantity,3,1.1764705882352942
83,grocery,packing_type,2,0.7843137254901961
84,grocery,packing_type,6,2.3529411764705883
85,grocery,packing_type,6,2.3529411764705883
86,grocery,pause & serve,2,0.7843137254901961
87,grocery,plastic grade,1,0.392156862745098
88,grocery,premeasured,1,0.392156862745098
89,grocery,preparation method,1,0.392156862745098
90,grocery,preservation method,1,0.392156862745098
91,grocery,pricing basis,2,0.7843137254901961
92,grocery,product code,10,3.92156862745098
93,grocery,product code (supplier),1,0.392156862745098
94,grocery,product line,2,0.7843137254901961
95,grocery,series,1,0.392156862745098
96,grocery,product specifications,1,0.392156862745098
97,grocery,product_type,7,2.7450980392156863
98,grocery,product_type,7,2.7450980392156863
99,grocery,programmability,5,1.96078431372549
100,grocery,programmable,1,0.392156862745098
101,grocery,purity,1,0.392156862745098
102,grocery,quantity per box,1,0.392156862745098
103,grocery,quantity per box,1,0.392156862745098
104,grocery,quantity per carton,5,1.96078431372549
105,grocery,quantity per unit,2,0.7843137254901961
106,grocery,return policy,1,0.392156862745098
107,grocery,roast level,2,0.7843137254901961
108,grocery,safety features,1,0.392156862745098
109,grocery,seller,1,0.392156862745098
110,grocery,series,3,1.1764705882352942
111,grocery,serving size per pouch,1,0.392156862745098
112,grocery,serving type,1,0.392156862745098
113,grocery,size/weight,1,0.392156862745098
114,grocery,size/weight,1,0.392156862745098
115,grocery,size/weight,1,0.392156862745098
116,grocery,sodium level,1,0.392156862745098
117,grocery,special feature,1,0.392156862745098
118,grocery,special features,3,1.1764705882352942
119,grocery,sugar type,1,0.392156862745098
120,grocery,other_applied_container,1,0.392156862745098
121,grocery,supplier website,1,0.392156862745098
122,grocery,supplier/seller,1,0.392156862745098
123,grocery,sustainability feature,1,0.392156862745098
124,grocery,sweetener description,1,0.392156862745098
125,grocery,tea type,1,0.392156862745098
126,grocery,trans fat,1,0.392156862745098
127,grocery,retail_upc,8,3.1372549019607843
128,grocery,volume,1,0.392156862745098
129,grocery,warmer included,1,0.392156862745098
130,grocery,water filtration,6,2.3529411764705883
131,grocery,size/weight,1,0.392156862745098
132,grocery,whole grain content,1,0.392156862745098
133,home,additional accessories,1,0.0565291124929338
134,home,additional features,9,0.5087620124364047
135,home,additional requirements,1,0.0565291124929338
136,home,additional_features,1,0.0565291124929338
137,home,target_age,1,0.0565291124929338
138,home,alternate item numbers,2,0.1130582249858677
139,home,amps,2,0.1130582249858677
140,home,antimicrobial protection,2,0.1130582249858677
141,home,appearance,1,0.0565291124929338
142,home,application,2,0.1130582249858677
143,home,application type,1,0.0565291124929338
144,home,approved use,1,0.0565291124929338
145,home,assembly,3,0.1695873374788016
146,home,assembly location,1,0.0565291124929338
147,home,assembly required,1,0.0565291124929338
148,home,assembly requirement,3,0.1695873374788016
149,home,audible alert,1,0.0565291124929338
150,home,btu rating,12,0.6783493499152063
151,home,btu rating (lp),1,0.0565291124929338
152,home,btu per hot top,1,0.0565291124929338
153,home,back guard,1,0.0565291124929338
154,home,back material,1,0.0565291124929338
155,home,back splash dimensions,2,0.1130582249858677
156,home,back splash height,1,0.0565291124929338
157,home,back style,1,0.0565291124929338
158,home,backing,1,0.0565291124929338
159,home,backing type,1,0.0565291124929338
160,home,backsplash,4,0.2261164499717354
161,home,backsplash height,22,1.2436404748445449
162,home,backsplash location,1,0.0565291124929338
163,home,backsplash style,1,0.0565291124929338
164,home,backsplash width,1,0.0565291124929338
165,home,base bottom,1,0.0565291124929338
166,home,base construction,2,0.1130582249858677
167,home,base,1,0.0565291124929338
168,home,shelves,1,0.0565291124929338
169,home,product_type,11,0.6218202374222724
170,home,base,11,0.6218202374222724
171,home,basket material,2,0.1130582249858677
172,home,basket quantity,1,0.0565291124929338
173,home,bin depth,2,0.1130582249858677
174,home,bin material,2,0.1130582249858677
175,home,blade type,1,0.0565291124929338
176,home,blower speeds,1,0.0565291124929338
177,home,body material,3,0.1695873374788016
178,home,bowl depth,2,0.1130582249858677
179,home,boxes per case,1,0.0565291124929338
180,home,bracing,2,0.1130582249858677
181,home,brake,2,0.1130582249858677
182,home,brake included,1,0.0565291124929338
183,home,brand,48,2.7133973996608254
184,home,broiler grid dimensions (wxh),1,0.0565291124929338
185,home,built-in storage capacity,3,0.1695873374788016
186,home,bumpers,1,0.0565291124929338
187,home,burner configuration,5,0.2826455624646693
188,home,burner count,2,0.1130582249858677
189,home,burner rating,1,0.0565291124929338
190,home,burner type,8,0.4522328999434709
191,home,burner/control interval,1,0.0565291124929338
192,home,burner/hot top btu,1,0.0565291124929338
193,home,burner/hot top size,1,0.0565291124929338
194,home,burners,1,0.0565291124929338
195,home,capacity,30,1.6958733747880157
196,home,capacity,30,1.6958733747880157
197,home,capacity,1,0.0565291124929338
198,home,capacity,1,0.0565291124929338
199,home,capacity,3,0.1695873374788016
200,home,capacity per wheel,2,0.1130582249858677
201,home,case pack,3,0.1695873374788016
202,home,caster configuration,1,0.0565291124929338
203,home,caster size,9,0.5087620124364047
204,home,caster size (in.),1,0.0565291124929338
205,home,caster type,11,0.6218202374222724
206,home,casters,2,0.1130582249858677
207,home,casters with brakes,1,0.0565291124929338
208,home,category,2,0.1130582249858677
209,home,certification,28,1.582815149802148
210,home,certification,28,1.582815149802148
211,home,certification,47,2.6568682871678915
212,home,certification,47,2.6568682871678915
213,home,chopper type,1,0.0565291124929338
214,home,closure type,1,0.0565291124929338
215,home,cold plate circuits,2,0.1130582249858677
216,home,cold plate material,1,0.0565291124929338
217,home,collection,2,0.1130582249858677
218,home,color,45,2.543810062182024
219,home,color,45,2.543810062182024
220,home,compartments,7,0.395703787450537
221,home,compatibility,8,0.4522328999434709
222,home,compatibility note,2,0.1130582249858677
223,home,compatible with,1,0.0565291124929338
224,home,compliance,4,0.2261164499717354
225,home,component,1,0.0565291124929338
226,home,components,1,0.0565291124929338
227,home,components included,3,0.1695873374788016
228,home,condenser type,3,0.1695873374788016
229,home,condition,4,0.2261164499717354
230,home,configuration,2,0.1130582249858677
231,home,construction,2,0.1130582249858677
232,home,construction material,6,0.3391746749576032
233,home,construction method,1,0.0565291124929338
234,home,construction type,1,0.0565291124929338
235,home,container material,1,0.0565291124929338
236,home,container size,1,0.0565291124929338
237,home,container type,1,0.0565291124929338
238,home,control features,2,0.1130582249858677
239,home,control rating,1,0.0565291124929338
240,home,control type,4,0.2261164499717354
241,home,controls,2,0.1130582249858677
242,home,convection dimensions (wxdxh),1,0.0565291124929338
243,home,cook function features,1,0.0565291124929338
244,home,cooking grid,1,0.0565291124929338
245,home,cooking stages,1,0.0565291124929338
246,home,cooking surface dimensions,1,0.0565291124929338
247,home,cool touch feature,1,0.0565291124929338
248,home,cooling,7,0.395703787450537
249,home,cord length,3,0.1695873374788016
250,home,corner design,1,0.0565291124929338
251,home,corner protection,2,0.1130582249858677
252,home,counter top edge feature,1,0.0565291124929338
253,home,warranty,1,0.0565291124929338
254,home,country of origin,6,0.3391746749576032
255,home,country of origin (inferred),1,0.0565291124929338
256,home,craftsmanship,1,0.0565291124929338
257,home,crossrail material,2,0.1130582249858677
258,home,crossrails,1,0.0565291124929338
259,home,crossrails location,1,0.0565291124929338
260,home,crossrails material,2,0.1130582249858677
261,home,crossrails_location,1,0.0565291124929338
262,home,crossrails_material,1,0.0565291124929338
263,home,cube size,1,0.0565291124929338
264,home,current,1,0.0565291124929338
265,home,amps,2,0.1130582249858677
266,home,customization,1,0.0565291124929338
267,home,daily ice production,4,0.2261164499717354
268,home,daily ice production capacity,1,0.0565291124929338
269,home,daily production capacity,1,0.0565291124929338
270,home,deck configuration,1,0.0565291124929338
271,home,deck dimensions,1,0.0565291124929338
272,home,deck type,1,0.0565291124929338
273,home,deli pan features,1,0.0565291124929338
274,home,depth,20,1.1305822498586773
275,home,depth,2,0.1130582249858677
276,home,depth,3,0.1695873374788016
277,home,design,2,0.1130582249858677
278,home,designer,1,0.0565291124929338
279,home,designer/brand,1,0.0565291124929338
280,home,diameter,5,0.2826455624646693
281,home,dimensions,30,1.6958733747880157
282,home,base,1,0.0565291124929338
283,home,dimensions (length x width),1,0.0565291124929338
284,home,dimensions (lxwxh),1,0.0565291124929338
285,home,dimensions (w x d),1,0.0565291124929338
286,home,dimensions (inches),1,0.0565291124929338
287,home,dimensions (per deck),1,0.0565291124929338
288,home,direction,2,0.1130582249858677
289,home,discount,1,0.0565291124929338
290,home,dishwasher safe,3,0.1695873374788016
291,home,dispensing method,1,0.0565291124929338
292,home,disposer type,1,0.0565291124929338
293,home,dolly type,1,0.0565291124929338
294,home,door bin features,1,0.0565291124929338
295,home,door features,1,0.0565291124929338
296,home,door features (non-refrigerated top),1,0.0565291124929338
297,home,door handle,1,0.0565291124929338
298,home,door material,3,0.1695873374788016
299,home,door mechanism,2,0.1130582249858677
300,home,door type,8,0.4522328999434709
301,home,door type (non-refrigerated top),1,0.0565291124929338
302,home,dovetail quantity,1,0.0565291124929338
303,home,drain feature,1,0.0565291124929338
304,home,drain opening,1,0.0565291124929338
305,home,drain opening size,2,0.1130582249858677
306,home,drain plate for urn trough,1,0.0565291124929338
307,home,drain size,2,0.1130582249858677
308,home,drawer count,2,0.1130582249858677
309,home,drawer features,1,0.0565291124929338
310,home,drawer material,3,0.1695873374788016
311,home,durability features,1,0.0565291124929338
312,home,duty classification,2,0.1130582249858677
313,home,duty type,5,0.2826455624646693
314,home,edge protection,1,0.0565291124929338
315,home,edge type,3,0.1695873374788016
316,home,edge type (front),1,0.0565291124929338
317,home,efficacy,1,0.0565291124929338
318,home,efficacy against,1,0.0565291124929338
319,home,efficiency features,1,0.0565291124929338
320,home,certification,1,0.0565291124929338
321,home,electrical requirements,3,0.1695873374788016
322,home,electrical specifications,11,0.6218202374222724
323,home,electrical specs,2,0.1130582249858677
324,home,energy efficiency,2,0.1130582249858677
325,home,energy efficiency feature,1,0.0565291124929338
326,home,energy type,1,0.0565291124929338
327,home,export status,1,0.0565291124929338
328,home,extenders included,1,0.0565291124929338
329,home,exterior color (refrigerated bottom),1,0.0565291124929338
330,home,exterior finish,2,0.1130582249858677
331,home,exterior material,11,0.6218202374222724
332,home,exterior trim color,1,0.0565291124929338
333,home,fat capacity,2,0.1130582249858677
334,home,faucet center-to-center,1,0.0565291124929338
335,home,faucet center-to-center spacing,1,0.0565291124929338
336,home,feature,1,0.0565291124929338
337,home,features,4,0.2261164499717354
338,home,feet type,5,0.2826455624646693
339,home,feet_type,1,0.0565291124929338
340,home,finish,12,0.6783493499152063
341,home,floor material,1,0.0565291124929338
342,home,flow direction,2,0.1130582249858677
343,home,flue riser,1,0.0565291124929338
344,home,flue riser details,1,0.0565291124929338
345,home,flue riser dimensions,1,0.0565291124929338
346,home,flue riser features,2,0.1130582249858677
347,home,flue riser height,5,0.2826455624646693
348,home,flue riser size,1,0.0565291124929338
349,home,foot caps,2,0.1130582249858677
350,home,foot material,2,0.1130582249858677
351,home,foot type,4,0.2261164499717354
352,home,form factor,1,0.0565291124929338
353,home,format,1,0.0565291124929338
354,home,formula type,1,0.0565291124929338
355,home,frame/legs material,1,0.0565291124929338
356,home,freezer features,1,0.0565291124929338
357,home,frequency,4,0.2261164499717354
358,home,front & side rim style,1,0.0565291124929338
359,home,front & side rim type,1,0.0565291124929338
360,home,front manifold size,1,0.0565291124929338
361,home,front material,7,0.395703787450537
362,home,front and sides material,1,0.0565291124929338
363,home,front and top material,1,0.0565291124929338
364,home,front-to-back,1,0.0565291124929338
365,home,fuel type,22,1.2436404748445449
366,home,gas connection location,1,0.0565291124929338
367,home,gas connections,2,0.1130582249858677
368,home,gas tank capacity,2,0.1130582249858677
369,home,gas type requirement,1,0.0565291124929338
370,home,gauge,6,0.3391746749576032
371,home,gauge,3,0.1695873374788016
372,home,gauge - legs,1,0.0565291124929338
373,home,gauge,1,0.0565291124929338
374,home,gauge,2,0.1130582249858677
375,home,gauge,1,0.0565291124929338
376,home,glass features (refrigerated bottom),1,0.0565291124929338
377,home,grade,2,0.1130582249858677
378,home,grate material,3,0.1695873374788016
379,home,grate removability,3,0.1695873374788016
380,home,grate type,5,0.2826455624646693
381,home,grease trough size,1,0.0565291124929338
382,home,grid height adjustment,1,0.0565291124929338
383,home,griddle,2,0.1130582249858677
384,home,griddle area dimensions,1,0.0565291124929338
385,home,griddle location,6,0.3391746749576032
386,home,griddle material,1,0.0565291124929338
387,home,griddle plate material,2,0.1130582249858677
388,home,griddle presence,6,0.3391746749576032
389,home,griddle size,5,0.2826455624646693
390,home,griddle thickness,1,0.0565291124929338
391,home,griddle width,1,0.0565291124929338
392,home,handle,1,0.0565291124929338
393,home,handle type,3,0.1695873374788016
394,home,heat,1,0.0565291124929338
395,home,heat,1,0.0565291124929338
396,home,height,11,0.6218202374222724
397,home,height,1,0.0565291124929338
398,home,height,1,0.0565291124929338
399,home,height,1,0.0565291124929338
400,home,height,1,0.0565291124929338
401,home,height,1,0.0565291124929338
402,home,heritage/established,1,0.0565291124929338
403,home,hot top,1,0.0565291124929338
404,home,hot top size,1,0.0565291124929338
405,home,ice bin depth,2,0.1130582249858677
406,home,ice bin dimensions (l x w),1,0.0565291124929338
407,home,ice production (approximate),1,0.0565291124929338
408,home,ice production capacity,1,0.0565291124929338
409,home,ice storage capacity,1,0.0565291124929338
410,home,ice style,4,0.2261164499717354
411,home,ice type,3,0.1695873374788016
412,home,ignition system,2,0.1130582249858677
413,home,ignition type,8,0.4522328999434709
414,home,ignition type (ovens),2,0.1130582249858677
415,home,included accessories,5,0.2826455624646693
416,home,included components,1,0.0565291124929338
417,home,included features,1,0.0565291124929338
418,home,included items,1,0.0565291124929338
419,home,includes,2,0.1130582249858677
420,home,installation type,9,0.5087620124364047
421,home,insulation,8,0.4522328999434709
422,home,intended use,5,0.2826455624646693
423,home,interior construction,1,0.0565291124929338
424,home,interior features,2,0.1130582249858677
425,home,interior lighting,1,0.0565291124929338
426,home,interior material,4,0.2261164499717354
427,home,keg capacity,1,0.0565291124929338
428,home,kettle material,2,0.1130582249858677
429,home,latch material,1,0.0565291124929338
430,home,latex content,1,0.0565291124929338
431,home,lead time,1,0.0565291124929338
432,home,lead time before shipping,1,0.0565291124929338
433,home,leg adjustability,4,0.2261164499717354
434,home,leg configuration,1,0.0565291124929338
435,home,leg construction,1,0.0565291124929338
436,home,leg features,2,0.1130582249858677
437,home,leg height,3,0.1695873374788016
438,home,leg material,11,0.6218202374222724
439,home,leg type,10,0.5652911249293386
440,home,legs,8,0.4522328999434709
441,home,legs material,5,0.2826455624646693
442,home,legs/feet material,1,0.0565291124929338
443,home,legs_material,1,0.0565291124929338
444,home,length,19,1.0740531373657434
445,home,length,1,0.0565291124929338
446,home,length,1,0.0565291124929338
447,home,lid material,1,0.0565291124929338
448,home,lid material characteristics,1,0.0565291124929338
449,home,lighting,1,0.0565291124929338
450,home,lighting features,1,0.0565291124929338
451,home,load type,1,0.0565291124929338
452,home,location,1,0.0565291124929338
453,home,lock mechanism,1,0.0565291124929338
454,home,mpn / model #,4,0.2261164499717354
455,home,manufacturer,5,0.2826455624646693
456,home,manufacturer_stock_number,1,0.0565291124929338
457,home,material,73,4.126625211984171
458,home,material,73,4.126625211984171
459,home,material,1,0.0565291124929338
460,home,material,4,0.2261164499717354
461,home,material (top),2,0.1130582249858677
462,home,material,1,0.0565291124929338
463,home,material - legs,1,0.0565291124929338
464,home,material - top,1,0.0565291124929338
465,home,material construction,1,0.0565291124929338
466,home,material,1,0.0565291124929338
467,home,material feel,1,0.0565291124929338
468,home,material gauge,5,0.2826455624646693
469,home,material series,1,0.0565291124929338
470,home,material,2,0.1130582249858677
471,home,material of top,2,0.1130582249858677
472,home,material_legs,1,0.0565291124929338
473,home,material_top,2,0.1130582249858677
474,home,diameter,1,0.0565291124929338
475,home,max diameter per compartment,2,0.1130582249858677
476,home,height,2,0.1130582249858677
477,home,max height per compartment,1,0.0565291124929338
478,home,diameter,6,0.3391746749576032
479,home,diameter,6,0.3391746749576032
480,home,maximum diameter per compartment,3,0.1695873374788016
481,home,maximum glass height,2,0.1130582249858677
482,home,height,8,0.4522328999434709
483,home,height,8,0.4522328999434709
484,home,maximum height per compartment,1,0.0565291124929338
485,home,maximum stemware/tumbler diameter,3,0.1695873374788016
486,home,maximum stemware/tumbler height,1,0.0565291124929338
487,home,mechanism,1,0.0565291124929338
488,home,midshelf depth,1,0.0565291124929338
489,home,mobility,1,0.0565291124929338
490,home,mobility feature,1,0.0565291124929338
491,home,mobility features,2,0.1130582249858677
492,home,model,7,0.395703787450537
493,home,model number,23,1.3001695873374788
494,home,model type,1,0.0565291124929338
495,home,model variant,1,0.0565291124929338
496,home,model/collection,1,0.0565291124929338
497,home,model/part number,1,0.0565291124929338
498,home,motor characteristic,1,0.0565291124929338
499,home,motor power,2,0.1130582249858677
500,home,motor power (fan),1,0.0565291124929338
501,home,mount type,2,0.1130582249858677
502,home,mounting type,1,0.0565291124929338
503,home,certification,3,0.1695873374788016
504,home,noise characteristic,1,0.0565291124929338
505,home,noise level,1,0.0565291124929338
506,home,not suitable for,1,0.0565291124929338
507,home,notable features,1,0.0565291124929338
508,home,number of baskets,1,0.0565291124929338
509,home,number of burners,8,0.4522328999434709
510,home,number of burners/hot tops,2,0.1130582249858677
511,home,number of casters,2,0.1130582249858677
512,home,number of compartments,13,0.7348784624081401
513,home,number of doors,3,0.1695873374788016
514,home,number of drawers,2,0.1130582249858677
515,home,number of extenders,4,0.2261164499717354
516,home,number of levels/tiers,1,0.0565291124929338
517,home,number of oven racks,1,0.0565291124929338
518,home,number of ovens,1,0.0565291124929338
519,home,number of pan wells,2,0.1130582249858677
520,home,number of plies,1,0.0565291124929338
521,home,number of racks,1,0.0565291124929338
522,home,number of sections,2,0.1130582249858677
523,home,number of shelves,6,0.3391746749576032
524,home,number of support bars,2,0.1130582249858677
525,home,number of tiers,1,0.0565291124929338
526,home,number of wash cycles,2,0.1130582249858677
527,home,number of wells,2,0.1130582249858677
528,home,operating temperature,1,0.0565291124929338
529,home,operation type,2,0.1130582249858677
530,home,outdoor use,1,0.0565291124929338
531,home,outer dimensions,2,0.1130582249858677
532,home,outer trim size,1,0.0565291124929338
533,home,oven,1,0.0565291124929338
534,home,oven base,3,0.1695873374788016
535,home,oven configuration,3,0.1695873374788016
536,home,oven control,1,0.0565291124929338
537,home,oven controls,1,0.0565291124929338
538,home,oven count,2,0.1130582249858677
539,home,oven details,1,0.0565291124929338
540,home,oven dimensions (wxd),1,0.0565291124929338
541,home,oven features,1,0.0565291124929338
542,home,oven interior,1,0.0565291124929338
543,home,oven interior material,1,0.0565291124929338
544,home,oven rack count,1,0.0565291124929338
545,home,oven rack included,1,0.0565291124929338
546,home,ovens,1,0.0565291124929338
547,home,overall dimensions,1,0.0565291124929338
548,home,height,4,0.2261164499717354
549,home,length,1,0.0565291124929338
550,home,packaging,1,0.0565291124929338
551,home,packing type,1,0.0565291124929338
552,home,pan/tray size compatibility,1,0.0565291124929338
553,home,phase,2,0.1130582249858677
554,home,phases,2,0.1130582249858677
555,home,pilot type,5,0.2826455624646693
556,home,pilot type (burners),1,0.0565291124929338
557,home,place setting capacity,1,0.0565291124929338
558,home,plug type,7,0.395703787450537
559,home,ply,2,0.1130582249858677
560,home,post features,1,0.0565291124929338
561,home,post material,6,0.3391746749576032
562,home,power,5,0.2826455624646693
563,home,watt,1,0.0565291124929338
564,home,power consumption,2,0.1130582249858677
565,home,power levels,1,0.0565291124929338
566,home,power rating,2,0.1130582249858677
567,home,power settings,1,0.0565291124929338
568,home,power source,1,0.0565291124929338
569,home,power type,1,0.0565291124929338
570,home,preheat time,1,0.0565291124929338
571,home,product category,2,0.1130582249858677
572,home,product code,6,0.3391746749576032
573,home,product line,12,0.6783493499152063
574,home,product_type,19,1.0740531373657434
575,home,product_type,19,1.0740531373657434
576,home,product_code,1,0.0565291124929338
577,home,quality,1,0.0565291124929338
578,home,quantity,2,0.1130582249858677
579,home,quantity per carton,4,0.2261164499717354
580,home,quantity in set,1,0.0565291124929338
581,home,quantity per box,1,0.0565291124929338
582,home,quantity per carton,2,0.1130582249858677
583,home,quantity per container,1,0.0565291124929338
584,home,quantity per package,1,0.0565291124929338
585,home,rack configuration,2,0.1130582249858677
586,home,rack material,1,0.0565291124929338
587,home,rack position options,1,0.0565291124929338
588,home,recommended use,2,0.1130582249858677
589,home,refrigerant,1,0.0565291124929338
590,home,refrigerant type,1,0.0565291124929338
591,home,refrigeration power,1,0.0565291124929338
592,home,refrigeration power (hp),1,0.0565291124929338
593,home,refrigeration system,2,0.1130582249858677
594,home,refrigeration system location,1,0.0565291124929338
595,home,refrigeration system power,1,0.0565291124929338
596,home,refrigeration system power (hp),1,0.0565291124929338
597,home,refrigeration type,2,0.1130582249858677
598,home,source_region,1,0.0565291124929338
599,home,regulator included,1,0.0565291124929338
600,home,reinforcement,1,0.0565291124929338
601,home,required specification for slide bar functionality,1,0.0565291124929338
602,home,reviewed by,1,0.0565291124929338
603,home,riser height,2,0.1130582249858677
604,home,rock holder material,3,0.1695873374788016
605,home,roll diameter (nominal),1,0.0565291124929338
606,home,roll size,1,0.0565291124929338
607,home,rubber pad thickness,1,0.0565291124929338
608,home,safety_setting,2,0.1130582249858677
609,home,safety_setting,1,0.0565291124929338
610,home,scent,1,0.0565291124929338
611,home,seal type,2,0.1130582249858677
612,home,sections,2,0.1130582249858677
613,home,seller/location,1,0.0565291124929338
614,home,seller/warehouse,1,0.0565291124929338
615,home,series,4,0.2261164499717354
616,home,shape,10,0.5652911249293386
617,home,shelves,1,0.0565291124929338
618,home,shelves,3,0.1695873374788016
619,home,shelves,1,0.0565291124929338
620,home,shelf count,4,0.2261164499717354
621,home,shelves,1,0.0565291124929338
622,home,shelves,7,0.395703787450537
623,home,shelf material (non-refrigerated section),1,0.0565291124929338
624,home,shelf material (refrigerated section),1,0.0565291124929338
625,home,shelves,3,0.1695873374788016
626,home,shelves,3,0.1695873374788016
627,home,shelves,3,0.1695873374788016
628,home,shelves,5,0.2826455624646693
629,home,shelves,1,0.0565291124929338
630,home,shelves,1,0.0565291124929338
631,home,shipping,4,0.2261164499717354
632,home,shipping,1,0.0565291124929338
633,home,shipping weight,6,0.3391746749576032
634,home,side color,1,0.0565291124929338
635,home,side material,1,0.0565291124929338
636,home,side style,1,0.0565291124929338
637,home,sides material,1,0.0565291124929338
638,home,sink dimensions,2,0.1130582249858677
639,home,sink location,2,0.1130582249858677
640,home,size,12,0.6783493499152063
641,home,height,1,0.0565291124929338
642,home,size (length x width x height),1,0.0565291124929338
643,home,size (length x width),1,0.0565291124929338
644,home,length,2,0.1130582249858677
645,home,size (overall),1,0.0565291124929338
646,home,size (oz),1,0.0565291124929338
647,home,size (per wipe),1,0.0565291124929338
648,home,slice thickness,2,0.1130582249858677
649,home,slide configuration,2,0.1130582249858677
650,home,special assembly note,1,0.0565291124929338
651,home,special cycle,1,0.0565291124929338
652,home,special feature,1,0.0565291124929338
653,home,special features,12,0.6783493499152063
654,home,special protection,1,0.0565291124929338
655,home,spigot type,1,0.0565291124929338
656,home,splash,1,0.0565291124929338
657,home,splash,1,0.0565291124929338
658,home,stackable,3,0.1695873374788016
659,home,stackable,1,0.0565291124929338
660,home,stainless_steel_series,1,0.0565291124929338
661,home,stainless_steel_series,1,0.0565291124929338
662,home,stainless_steel_series,3,0.1695873374788016
663,home,stainless_steel_series,3,0.1695873374788016
664,home,standards compliance,1,0.0565291124929338
665,home,stem type,1,0.0565291124929338
666,home,storage capacity,2,0.1130582249858677
667,home,storage features,1,0.0565291124929338
668,home,sub top material,1,0.0565291124929338
669,home,suitable applications,1,0.0565291124929338
670,home,suitable for,4,0.2261164499717354
671,home,suitable surfaces,1,0.0565291124929338
672,home,suitable for,1,0.0565291124929338
673,home,supplier,3,0.1695873374788016
674,home,surface compatibility,2,0.1130582249858677
675,home,surface type,1,0.0565291124929338
676,home,table edge,1,0.0565291124929338
677,home,table shape,1,0.0565291124929338
678,home,table top edge feature,1,0.0565291124929338
679,home,table top length,1,0.0565291124929338
680,home,table top material,5,0.2826455624646693
681,home,table top width range,1,0.0565291124929338
682,home,table_feature,1,0.0565291124929338
683,home,tank holder capacity,1,0.0565291124929338
