,Category,Mapped Attribute,Count,Percentage
103,home,placement,1,0.07
104,home,capacity,2,0.14
105,home,capacity,2,0.14
106,home,control features,1,0.07
107,home,material,10,0.7
108,home,material,10,0.7
109,home,voltage,5,0.35
110,home,frequency,3,0.21
111,home,phase,3,0.21
112,home,amperage,1,0.07
113,home,power,2,0.14
114,home,certification,3,0.21
115,home,certification,3,0.21
116,home,brand,94,6.6
117,home,model,50,3.51
118,home,features,48,3.37
119,home,color,37,2.6
120,home,color,37,2.6
121,home,certification,11,0.77
122,home,certification,11,0.77
123,home,producttitle,1,0.07
124,home,manufacturer,3,0.21
125,home,modelnumber,1,0.07
126,home,retail_upc,12,0.84
127,home,warranty,9,0.63
128,home,origin,3,0.21
129,home,condition,3,0.21
130,home,material,55,3.86
131,home,material,55,3.86
132,home,dishwashersafe,1,0.07
133,home,stackable,2,0.14
134,home,nsfapproved,1,0.07
135,home,dimensions,31,2.18
136,home,casepack,1,0.07
137,home,shippingweight,1,0.07
138,home,shippingmethod,1,0.07
139,home,maxglassheight,1,0.07
140,home,maxglassdiameter,1,0.07
141,home,compartmentcount,1,0.07
142,home,fuel_type,13,0.91
143,home,size,14,0.98
144,home,burners,9,0.63
145,home,ignition_system,3,0.21
146,home,ovens,4,0.28
147,home,flue_riser,6,0.42
148,home,parts_material,2,0.14
149,home,legs,9,0.63
150,home,total_btu,1,0.07
151,home,certification,17,1.19
152,home,certification,17,1.19
153,home,brand,9,0.63
154,home,fuel type,3,0.21
155,home,width,2,0.14
156,home,burners,1,0.07
157,home,ignition,1,0.07
158,home,oven base,1,0.07
159,home,flue riser,1,0.07
160,home,legs,3,0.21
161,home,btu,1,0.07
162,home,product_name,13,0.91
163,home,ignition_type,1,0.07
164,home,btu,1,0.07
165,home,series,5,0.35
166,home,product_type,40,2.81
167,home,product_type,40,2.81
168,home,tiers,1,0.07
169,home,temperature_range,2,0.14
170,home,material,2,0.14
171,home,included_components,2,0.14
172,home,model,5,0.35
173,home,blade assembly,1,0.07
174,home,suitable for,1,0.07
175,home,certification,2,0.14
176,home,certification,2,0.14
177,home,capacity,21,1.47
178,home,capacity,21,1.47
179,home,temperature_control,2,0.14
180,home,voltage,5,0.35
181,home,power,4,0.28
182,home,current,2,0.14
183,home,cord_length,1,0.07
184,home,plug_type,2,0.14
185,home,compatibility,5,0.35
186,home,shipping,1,0.07
187,home,product_type,9,0.63
188,home,electrical_specifications,1,0.07
189,home,number_of_pan_wells,1,0.07
190,home,insulation,1,0.07
191,home,model_number,16,1.12
192,home,retail_upc,1,0.07
193,home,country_of_origin,2,0.14
194,home,case_pack,2,0.14
195,home,shipping_weight,2,0.14
196,home,shipping_method,2,0.14
197,home,additional_accessories,1,0.07
198,home,product,7,0.49
199,home,installation type,1,0.07
200,home,griddle plate material,1,0.07
201,home,cooking surface dimensions,1,0.07
202,home,construction material,1,0.07
203,home,thermostat type,1,0.07
204,home,placement,2,0.14
205,home,width,15,1.05
206,home,depth,4,0.28
207,home,grate_material,1,0.07
208,home,grate_feature,1,0.07
209,home,rock_holder_material,1,0.07
210,home,front_material,1,0.07
211,home,body_material,1,0.07
212,home,heat,6,0.42
213,home,heat,6,0.42
214,home,model_variant,1,0.07
215,home,size,2,0.14
216,home,color,1,0.07
217,home,color,1,0.07
218,home,dimensions,5,0.35
219,home,wheels,1,0.07
220,home,tank capacity,1,0.07
221,home,burner configuration,1,0.07
222,home,additional features,2,0.14
223,home,included components,1,0.07
224,home,optional components,1,0.07
225,home,shipping,1,0.07
226,home,price guarantee,1,0.07
227,home,usage,11,0.77
228,home,construction,5,0.35
229,home,tank_capacity,1,0.07
230,home,tank_feature,1,0.07
231,home,approval,1,0.07
232,home,portability,1,0.07
233,home,category,9,0.63
234,home,supplier,5,0.35
235,home,product,2,0.14
236,home,backsplash_height,3,0.21
237,home,bin_depth,1,0.07
238,home,drain_size,1,0.07
239,home,place setting capacity,1,0.07
240,home,tub material,1,0.07
241,home,rack material,1,0.07
242,home,compliance,2,0.14
243,home,hard food disposer,1,0.07
244,home,noise level,1,0.07
245,home,wash cycles,1,0.07
246,home,finish,5,0.35
247,home,source_region,2,0.14
248,home,product_type,1,0.07
249,home,product_type,1,0.07
250,home,manufacturer,1,0.07
251,home,commercial - residential,1,0.07
252,home,efficiency,1,0.07
253,home,features,4,0.28
254,home,finish,2,0.14
255,home,green,1,0.07
256,home,height,1,0.07
257,home,mount,1,0.07
258,home,tubmaterial,1,0.07
259,home,manufacturinglocation,1,0.07
260,home,manufacturingplant,1,0.07
261,home,quantity,7,0.49
262,home,adhesive,2,0.14
263,home,thickness,8,0.56
264,home,recommended_age,1,0.07
265,home,exterior,1,0.07
266,home,wash_cycles,1,0.07
267,home,racks,1,0.07
268,home,place_settings,1,0.07
269,home,additional_features,2,0.14
270,home,age_range,1,0.07
271,home,use_case,1,0.07
272,home,design,3,0.21
273,home,mobility,1,0.07
274,home,waste_container_name,1,0.07
275,home,shape,5,0.35
276,home,height,4,0.28
277,home,diameter,2,0.14
278,home,retail_upc,1,0.07
279,home,dishwasher_safe,1,0.07
280,home,certification,1,0.07
281,home,maximum_stemware_diameter,1,0.07
282,home,compartment_height,1,0.07
283,home,number_of_compartments,1,0.07
284,home,rack_type,1,0.07
285,home,ideal_for,2,0.14
286,home,protection_features,1,0.07
287,home,length,4,0.28
288,home,sink_dimensions,1,0.07
289,home,sink_position,1,0.07
290,home,faucet_offset,1,0.07
291,home,urn_trough_dimensions,1,0.07
292,home,splash_drain_plate,1,0.07
293,home,counter_top_material,1,0.07
294,home,counter_top_edge,1,0.07
295,home,back_splash_dimensions,1,0.07
296,home,base_material,1,0.07
297,home,undershelves,1,0.07
298,home,legs_material,2,0.14
299,home,inside_stack_height,1,0.07
300,home,compartments,3,0.21
301,home,extenders,1,0.07
302,home,capacity_liters,2,0.14
303,home,description,2,0.14
304,home,shelf_size,1,0.07
305,home,weight_capacity,1,0.07
306,home,sections,1,0.07
307,home,door_material,1,0.07
308,home,door_handle,1,0.07
309,home,drawers,1,0.07
310,home,drawer_material,1,0.07
311,home,drawer_handles,1,0.07
312,home,interior_material,1,0.07
313,home,exterior_material,4,0.28
314,home,shelves,5,0.35
315,home,shelf_material,1,0.07
316,home,casters,4,0.28
317,home,refrigeration_system,1,0.07
318,home,horsepower,2,0.14
319,home,amperage,4,0.28
320,home,door_configuration,1,0.07
321,home,drawer_configuration,1,0.07
322,home,table length,1,0.07
323,home,table width,1,0.07
324,home,gauge,1,0.07
325,home,top series,1,0.07
326,home,legs gauge,1,0.07
327,home,legs series,1,0.07
328,home,splash,1,0.07
329,home,purpose,1,0.07
330,home,deck,1,0.07
331,home,core_material,1,0.07
332,home,top_material,2,0.14
333,home,top_thickness,1,0.07
334,home,edge_material,1,0.07
335,home,edge_style,1,0.07
336,home,leg_material,2,0.14
337,home,leg_thickness,1,0.07
338,home,foot_caps,1,0.07
339,home,mechanism,1,0.07
340,home,shape,2,0.14
341,home,core material,1,0.07
342,home,top material,2,0.14
343,home,edge finish,1,0.07
344,home,leg material,1,0.07
345,home,foot caps,1,0.07
346,home,mechanism,1,0.07
347,home,retailer,10,0.7
348,home,mounting_type,1,0.07
349,home,front_to_back,1,0.07
350,home,drain_opening,2,0.14
351,home,trim_size,2,0.14
352,home,usage_notes,2,0.14
353,home,table_top_material,1,0.07
354,home,table_top_length,2,0.14
355,home,table_top_width,2,0.14
356,home,riser_height,2,0.14
357,home,undershelf_material,2,0.14
358,home,post_material,2,0.14
359,home,table_height,2,0.14
360,home,gauge,3,0.21
361,home,stainless_steel_type,2,0.14
362,home,assembly,2,0.14
363,home,product_description,1,0.07
364,home,ice_production,3,0.21
365,home,cooling,3,0.21
366,home,ice_style,3,0.21
367,home,cube_size,1,0.07
368,home,baskets,1,0.07
369,home,ignition,3,0.21
370,home,kettle_material,1,0.07
371,home,leg_height,1,0.07
372,home,load_type,1,0.07
373,home,duty,2,0.14
374,home,tube_dimensions,1,0.07
375,home,support_bars,1,0.07
376,home,tube_spacing,1,0.07
377,home,guaranty,1,0.07
378,home,product_category,2,0.14
379,home,number_of_doors,1,0.07
380,home,interior_lighting,1,0.07
381,home,exterior_finish,1,0.07
382,home,wall_and_ceiling_material,1,0.07
383,home,floor_material,1,0.07
384,home,refrigeration_mounting,1,0.07
385,home,country_of_manufacture,1,0.07
386,home,ice_production_capacity,1,0.07
387,home,storage_bin_capacity,1,0.07
388,home,condenser_type,2,0.14
389,home,cooling_system,1,0.07
390,home,ice_type,1,0.07
391,home,energy_rating,1,0.07
392,home,power_consumption,1,0.07
393,home,approvals,1,0.07
394,home,intended_use,2,0.14
395,home,custom_cabinet_door,1,0.07
396,home,condenser,1,0.07
397,home,storage_capacity,2,0.14
398,home,cabinet_door,1,0.07
399,home,frequency,1,0.07
400,home,phase,1,0.07
401,home,energy_consumption,1,0.07
402,home,operation,1,0.07
403,home,bin_material,1,0.07
404,home,antimicrobial_protection,1,0.07
405,home,refrigerant,1,0.07
406,home,compliance,1,0.07
407,home,ada_compliance,1,0.07
408,home,ice production,1,0.07
409,home,storage capacity,1,0.07
410,home,operation,1,0.07
411,home,bin material,1,0.07
412,home,exterior material,1,0.07
413,home,antimicrobial protection,1,0.07
414,home,refrigerant,1,0.07
415,home,electrical specifications,1,0.07
416,home,total_capacity,1,0.07
417,home,base_type,1,0.07
418,home,assembly_required,1,0.07
419,home,grates,1,0.07
420,home,griddle,4,0.28
421,home,controls,4,0.28
422,home,oven,2,0.14
423,home,oven_base,2,0.14
424,home,shelves,4,0.28
425,home,orientation,1,0.07
426,home,rim_type,1,0.07
427,home,crossrail_material,1,0.07
428,home,splash location,1,0.07
429,home,table_type,1,0.07
430,home,top_gauge,1,0.07
431,home,stainless_steel_series,1,0.07
432,home,top_width,1,0.07
433,home,top_length,1,0.07
434,home,crossrails_material,1,0.07
435,home,crossrails_position,1,0.07
436,home,feet_type,1,0.07
437,home,splash_position,1,0.07
438,home,grate_type,1,0.07
439,home,orientation,1,0.07
440,home,backsplash height,1,0.07
441,home,length,1,0.07
442,home,table_top_type,1,0.07
443,home,products,3,0.21
444,home,product_offers,4,0.28
445,home,caster_diameter,1,0.07
446,home,stem_thread_size,1,0.07
447,home,load_capacity_per_wheel,1,0.07
448,home,wheel_material,1,0.07
449,home,product_line,2,0.14
450,home,ply,4,0.28
451,home,quantity_per_carton,8,0.56
452,home,applications,1,0.07
453,home,germ_reduction,1,0.07
454,home,product_code,2,0.14
455,home,container_size,1,0.07
456,home,formula_type,2,0.14
457,home,cleaning_temperature,1,0.07
458,home,applicable_surfaces,1,0.07
459,home,unsuitable_surfaces,1,0.07
460,home,application,4,0.28
461,home,applicable_materials,1,0.07
462,home,dirt_types,1,0.07
463,home,scent,2,0.14
464,home,safety_data_sheet_available,2,0.14
465,home,volume,1,0.07
466,home,caution,1,0.07
467,home,variant,1,0.07
468,home,seller,3,0.21
469,home,disinfectant_type,1,0.07
470,home,effectiveness,3,0.21
471,home,properties,1,0.07
472,home,additional_benefits,1,0.07
473,home,form,1,0.07
474,home,surface_type,1,0.07
475,home,shipping_restrictions,1,0.07
476,home,alternate_item_numbers,5,0.35
477,home,shelf_count,1,0.07
478,home,shelf_adjustability,1,0.07
479,home,alignment,1,0.07
480,home,vendor,1,0.07
481,home,mat_type,1,0.07
482,home,style,1,0.07
483,home,discount_exclusion,1,0.07
484,home,sales_contact,1,0.07
485,home,inner_packaging,1,0.07
486,home,quantity_per_package,1,0.07
487,home,packaging,1,0.07
488,home,target_surfaces,1,0.07
489,home,base,2,0.14
490,home,pressure_regulator,2,0.14
491,home,gas_connections,2,0.14
492,home,total_btu,4,0.28
493,home,hot_tops,1,0.07
494,home,collection,2,0.14
495,home,manifold,1,0.07
496,home,backing_material,1,0.07
497,home,compatible_mats,1,0.07
498,home,backsplash,1,0.07
499,home,undershelf,1,0.07
500,home,pieces,1,0.07
501,home,includes,1,0.07
502,home,lid_material,1,0.07
503,home,lid_features,1,0.07
504,home,suitable_for,1,0.07
505,home,page,1,0.07
506,home,packing_type,1,0.07
507,home,number_of_plies,1,0.07
508,home,roll_diameter,1,0.07
509,home,roll_size,1,0.07
510,home,sheet_size,1,0.07
511,home,quantity_per_box,2,0.14
512,home,boxes_per_carton,2,0.14
513,home,closure_type,2,0.14
514,home,pack_type,1,0.07
515,home,grade,1,0.07
516,jewelry,product_title,101,11.03
517,jewelry,retailer,94,10.26
518,jewelry,brand,102,11.14
519,jewelry,collection,26,2.84
520,jewelry,material,73,7.97
521,jewelry,category,59,6.44
522,jewelry,target_audience,26,2.84
523,jewelry,quality,7,0.76
524,jewelry,retailer_status,3,0.33
525,jewelry,subcategory,11,1.2
526,jewelry,style,40,4.37
527,jewelry,stone_shape,11,1.2
528,jewelry,intended_use,6,0.66
529,jewelry,retailer_history,8,0.87
530,jewelry,product_id,7,0.76
531,jewelry,fit,17,1.86
532,jewelry,model_number,33,3.6
533,jewelry,model_number,33,3.6
534,jewelry,sub_category,3,0.33
535,jewelry,gender,7,0.76
536,jewelry,dealer,7,0.76
537,jewelry,product_location,38,4.15
538,jewelry,product_category,11,1.2
539,jewelry,model,32,3.49
540,jewelry,product_type,15,1.64
541,jewelry,product_type,30,3.28
542,jewelry,product_type,30,3.28
543,jewelry,target_gender,12,1.31
544,jewelry,retailer_location,4,0.44
545,jewelry,retailer_specialty,1,0.11
546,jewelry,retailer_type,1,0.11
547,jewelry,unique_identifier,2,0.22
548,jewelry,product_code,5,0.55
549,jewelry,features,10,1.09
550,jewelry,matching_model,2,0.22
551,jewelry,feature,4,0.44
552,jewelry,purpose,1,0.11
553,jewelry,material_options,9,0.98
554,jewelry,width,7,0.76
555,jewelry,authorized_dealer,5,0.55
556,jewelry,design,5,0.55
557,jewelry,established,8,0.87
558,jewelry,heritage,3,0.33
559,jewelry,available_materials,2,0.22
560,jewelry,available_finishes,1,0.11
561,jewelry,primary_material,1,0.11
562,jewelry,authorized_retailer,2,0.22
563,jewelry,color_options,3,0.33
564,jewelry,product_name,1,0.11
565,jewelry,significance,1,0.11
566,jewelry,contact_service,2,0.22
567,jewelry,stone_shape,3,0.33
568,jewelry,description,1,0.11
569,jewelry,edge_style,1,0.11
570,jewelry,finish_options,1,0.11
571,jewelry,contact_info,3,0.33
572,jewelry,edges,3,0.33
573,jewelry,retailer_contact,2,0.22
574,jewelry,options,1,0.11
575,jewelry,product title,1,0.11
576,jewelry,brand,1,0.11
577,jewelry,model,1,0.11
578,jewelry,category,1,0.11
579,jewelry,style,1,0.11
580,jewelry,cut,1,0.11
581,jewelry,material,1,0.11
582,jewelry,band style,1,0.11
583,jewelry,center stone,1,0.11
584,jewelry,stone_shape,2,0.22
585,jewelry,setting_type,1,0.11
586,jewelry,center_stone,1,0.11
587,jewelry,distributor,3,0.33
588,jewelry,authenticity,1,0.11
589,jewelry,attributes,1,0.11
590,jewelry,specialty,3,0.33
591,jewelry,symbolism,1,0.11
592,jewelry,finish,2,0.22
593,jewelry,establishment_year,1,0.11
594,jewelry,retailer_background,1,0.11
595,jewelry,diamond_cut,1,0.11
596,jewelry,band_type,2,0.22
597,jewelry,cut,1,0.11
598,jewelry,fit_type,1,0.11
599,jewelry,occasion,2,0.22
600,jewelry,designer,1,0.11
601,jewelry,contact_methods,1,0.11
602,jewelry,specialization,1,0.11
603,jewelry,diamond_weight,1,0.11
604,jewelry,stones_setting,1,0.11
605,jewelry,stone_cut,1,0.11
606,jewelry,stone_setting,1,0.11
607,jewelry,shop,1,0.11
608,jewelry,design_features,1,0.11
609,office,brand,144,8.35
610,office,brand,144,8.35
611,office,product_type,47,2.72
612,office,product_type,47,2.72
613,office,color,111,6.43
614,office,yield,10,0.58
615,office,compatibility,44,2.55
616,office,quality,4,0.23
617,office,features,86,4.99
618,office,quality_assurance,1,0.06
619,office,model,53,3.07
620,office,original,1,0.06
621,office,capacity,12,0.7
622,office,capacity,12,0.7
623,office,part_number,7,0.41
624,office,brand,8,0.46
625,office,brand,8,0.46
626,office,product_type,2,0.12
627,office,product_type,2,0.12
628,office,color,7,0.41
629,office,compatibility,1,0.06
630,office,page_yield,1,0.06
631,office,page_yield,1,0.06
632,office,part number,1,0.06
633,office,oem status,1,0.06
634,office,capacity,3,0.17
635,office,capacity,3,0.17
636,office,product_title,144,8.35
637,office,cartridge_program,1,0.06
638,office,return_methods,2,0.12
639,office,collection_partnerships,2,0.12
640,office,consumer_cost,2,0.12
641,office,return_instructions,2,0.12
642,office,return_locations,2,0.12
643,office,condition,3,0.17
644,office,program,2,0.12
645,office,warranty,5,0.29
646,office,quality_standards,3,0.17
647,office,retailer,46,2.67
648,office,genuine,1,0.06
649,office,page_yield,6,0.35
650,office,standards_compliance,1,0.06
651,office,intended_use,18,1.04
652,office,return_program,1,0.06
653,office,product_code,4,0.23
654,office,compatible_printers,1,0.06
655,office,oem,1,0.06
656,office,pageyield,3,0.17
657,office,category,18,1.04
658,office,product_type,3,0.17
659,office,product_type,3,0.17
660,office,material,40,2.32
661,office,material,40,2.32
662,office,size,42,2.43
663,office,quantity_per_package,3,0.17
664,office,package_type,1,0.06
665,office,use_case,3,0.17
666,office,model_number,71,4.12
667,office,back_side_material,1,0.06
668,office,dimensions,30,1.74
669,office,usage,8,0.46
670,office,colors_included,1,0.06
671,office,quantity_per_carton,3,0.17
672,office,header_sold_separately,1,0.06
673,office,header_model_number,1,0.06
674,office,alternate_item_numbers,44,2.55
675,office,retail_upc,53,3.07
676,office,retail_upc,53,3.07
677,office,sheet_size,11,0.64
678,office,sheet_color,3,0.17
679,office,number_of_pads,1,0.06
680,office,sheets_per_pad,4,0.23
681,office,paper_weight,7,0.41
682,office,ruling,13,0.75
683,office,pad_type,2,0.12
684,office,number_of_sheets_per_pad,1,0.06
685,office,sheet_perforation,1,0.06
686,office,origin,1,0.06
687,office,sheet_dimensions,1,0.06
688,office,overall_width_at_base,1,0.06
689,office,overall_depth_at_base,1,0.06
690,office,overall_product_weight,1,0.06
691,office,page_yield,2,0.12
692,office,attributes,18,1.04
693,office,pads_per_pack,1,0.06
694,office,recycled_content,5,0.29
695,office,cube,2,0.12
696,office,retail_upc,8,0.46
697,office,retail_upc,8,0.46
698,office,inner_packaging,19,1.1
699,office,product,4,0.23
700,office,warranty_consideration,1,0.06
701,office,seller,2,0.12
702,office,card_size,5,0.29
703,office,included_items,2,0.12
704,office,quantity,19,1.1
705,office,purpose,2,0.12
706,office,product_category,3,0.17
707,office,paper_type,5,0.29
708,office,sheet_count,10,0.58
709,office,pack_count,3,0.17
710,office,weight,11,0.64
711,office,rule,1,0.06
712,office,hole_punch,2,0.12
713,office,product_name,10,0.58
714,office,hole_punched,4,0.23
715,office,durability,6,0.35
716,office,sheets_per_pack,2,0.12
717,office,hole_count,2,0.12
718,office,handle_type,1,0.06
719,office,cleaning_method,1,0.06
720,office,surface_type,1,0.06
721,office,quantity_per_box,6,0.35
722,office,use_cases,2,0.12
723,office,boxes_per_carton,1,0.06
724,office,benefits,2,0.12
725,office,health_benefits,1,0.06
726,office,quantity_per_pack,9,0.52
727,office,flap_type,1,0.06
728,office,ink_color,5,0.29
729,office,tip_size,2,0.12
730,office,pack_size,3,0.17
731,office,target_users,1,0.06
732,office,grip,1,0.06
733,office,certification,1,0.06
734,office,refillable,2,0.12
735,office,point_size,2,0.12
736,office,related_products,1,0.06
737,office,distributor,3,0.17
738,office,point_type,1,0.06
739,office,pen_type,1,0.06
740,office,series,3,0.17
741,office,ink_type,4,0.23
742,office,ink_properties,1,0.06
743,office,ink_security_features,1,0.06
744,office,ink_flow_system,1,0.06
745,office,refill_type,1,0.06
746,office,travel_friendly,1,0.06
747,office,ink_supply_visibility,1,0.06
748,office,tip_type,1,0.06
749,office,writing_feel,1,0.06
750,office,line_type,1,0.06
751,office,line_properties,1,0.06
752,office,ideal_for,2,0.12
753,office,product title,7,0.41
754,office,category,3,0.17
755,office,pad type,2,0.12
756,office,sheet size,3,0.17
757,office,ruling,3,0.17
758,office,number of sheets,3,0.17
759,office,cover material,3,0.17
760,office,binding,2,0.12
761,office,special feature,1,0.06
762,office,model number,5,0.29
763,office,binding type,1,0.06
764,office,special features,2,0.12
765,office,rule_type,3,0.17
766,office,cover_type,3,0.17
767,office,binding_type,2,0.12
768,office,protection,1,0.06
769,office,year,5,0.29
770,office,page_color_theme,2,0.12
771,office,appointment_ruling,2,0.12
772,office,contents,1,0.06
773,office,tab_titles,1,0.06
774,office,tab_count,2,0.12
775,office,tab_type,2,0.12
776,office,packaging,9,0.52
777,office,tab_reinforcement,1,0.06
778,office,orientation,2,0.12
779,office,template_availability,1,0.06
780,office,table_of_content_sheets,1,0.06
781,office,tab_color,1,0.06
782,office,set_includes,1,0.06
783,office,customizable,1,0.06
784,office,tab_orientation,1,0.06
785,office,content_sheets,1,0.06
786,office,templates_available,1,0.06
787,office,template_cost,1,0.06
788,office,printer_compatibility,2,0.12
789,office,oem_performance,1,0.06
790,office,function,3,0.17
791,office,replacement_benefit,1,0.06
792,office,global_product_type,1,0.06
793,office,supply_type,1,0.06
794,office,compatible_series,1,0.06
795,office,performance,1,0.06
796,office,maintenance,1,0.06
797,office,tape_width,1,0.06
798,office,tape_length,1,0.06
799,office,core_size,2,0.12
800,office,width,1,0.06
801,office,length,2,0.12
802,office,thickness,3,0.17
803,office,paper_color,3,0.17
804,office,sheets_per_unit,1,0.06
805,office,item_type,1,0.06
806,office,document_size,1,0.06
807,office,product name,1,0.06
808,office,refillable,1,0.06
809,office,tape width,1,0.06
810,office,tape length,1,0.06
811,office,features,2,0.12
812,office,retailer,1,0.06
813,office,index_type,1,0.06
814,office,refill_model,1,0.06
815,office,source,3,0.17
816,office,supplytype,1,0.06
817,office,standards,1,0.06
818,office,securityfeatures,1,0.06
819,office,recycledcontent,1,0.06
820,office,finish,1,0.06
821,office,construction,2,0.12
822,office,drawer_slides,1,0.06
823,office,handles,1,0.06
824,office,locking_drawers,1,0.06
825,office,filing_capacity,1,0.06
826,office,mounting_type,2,0.12
827,office,shipping_restriction,1,0.06
828,office,rule type,1,0.06
829,office,paper brightness,1,0.06
830,office,paper type,1,0.06
831,office,number_of_sheets,2,0.12
832,office,paper_brightness,2,0.12
833,office,covers,1,0.06
834,office,vendor,2,0.12
835,office,cover_color,1,0.06
836,office,binding,4,0.23
837,office,dosage,1,0.06
838,office,tablets_per_packet,1,0.06
839,office,packets_per_box,1,0.06
840,office,return_policy,1,0.06
841,office,customization,1,0.06
842,office,acid_free,1,0.06
843,office,matching_envelopes,1,0.06
844,office,laser_class,2,0.12
845,office,projection_distance,1,0.06
846,office,construction_material,1,0.06
847,office,laser_color,1,0.06
848,office,visibility,1,0.06
849,office,range,1,0.06
850,office,alternate_item_number,3,0.17
851,office,lock_type,2,0.12
852,office,storage_capacity,1,0.06
853,office,sheets_included,1,0.06
854,office,environmental_commitment,1,0.06
855,office,environmental_consideration,1,0.06
856,office,sheet_type,1,0.06
857,office,base_color,1,0.06
858,office,exclusions,2,0.12
859,office,sales_contact,1,0.06
860,office,holder_color,1,0.06
861,office,made_in,1,0.06
862,office,environmental_certifications,1,0.06
863,office,target_audience,1,0.06
864,office,additional_products,1,0.06
865,office,company_commitment,1,0.06
866,office,included_accessories,2,0.12
867,office,drawer_features,1,0.06
868,office,card_capacity,1,0.06
869,office,compatible_card_sizes,1,0.06
870,office,shipping_weight,1,0.06
871,office,productid,1,0.06
872,office,manufacturer,2,0.12
873,office,productgroup,1,0.06
874,office,productname,2,0.12
875,office,productweight,1,0.06
876,office,shippingmethod,1,0.06
877,office,soldas,1,0.06
878,office,approximatecount,1,0.06
879,office,dimensions,1,0.06
880,office,stamp type,1,0.06
881,office,message,1,0.06
882,office,ink type,1,0.06
883,office,grip type,1,0.06
884,office,lid type,1,0.06
885,office,durability,1,0.06
886,office,alternate item numbers,3,0.17
887,office,cut,1,0.06
888,office,ply,1,0.06
889,office,tab,1,0.06
890,office,cut type,1,0.06
891,office,ply,1,0.06
892,office,tab position,1,0.06
893,office,quantity per box,1,0.06
894,office,supplier,1,0.06
895,office,size,2,0.12
896,office,tab position detail,1,0.06
897,office,material,2,0.12
898,office,material,2,0.12
899,office,stock thickness,1,0.06
900,office,recycled content,1,0.06
901,office,carton_quantity,1,0.06
902,office,frame_color,2,0.12
903,office,frame_details,1,0.06
