,Category,Mapped Attribute,Count,Percentage
138,grocery,package size,2,0.49
139,grocery,composition,1,0.25
140,grocery,convenience,1,0.25
141,grocery,form,1,0.25
142,grocery,premeasured,1,0.25
143,grocery,color,1,0.25
144,grocery,product form,1,0.25
145,grocery,product provider,1,0.25
146,grocery,beverage type,2,0.49
147,grocery,capacity (volume),2,0.49
148,grocery,product_type,2,0.49
149,grocery,product_type,2,0.49
150,grocery,bottle volume,1,0.25
151,grocery,quantity per carton,1,0.25
152,grocery,product_title,2,0.49
153,grocery,brand,1,0.25
154,grocery,product_code,2,0.49
155,grocery,source,1,0.25
156,grocery,size/weight,1,0.25
157,grocery,size/weight,1,0.25
158,grocery,quantity_per_pack,1,0.25
159,grocery,source,1,0.25
160,grocery,suitable_for,1,0.25
161,grocery,packing_type,1,0.25
162,grocery,channel,1,0.25
163,grocery,flavor,1,0.25
164,grocery,flavor,1,0.25
165,grocery,food_type,1,0.25
166,grocery,size/weight,1,0.25
167,grocery,size/weight,1,0.25
168,grocery,packing_type,1,0.25
169,grocery,packing_type,1,0.25
170,grocery,product category,2,0.49
171,grocery,cup capacity,2,0.49
172,grocery,programmable,3,0.74
173,grocery,water filtration,3,0.74
174,grocery,carafes supported,1,0.25
175,grocery,removable filter basket,3,0.74
176,grocery,brewing pause feature,1,0.25
177,grocery,dimensions,4,0.98
178,grocery,auto shut-off,2,0.49
179,grocery,cleanse,1,0.25
180,grocery,page,1,0.25
181,grocery,bundle includes,1,0.25
182,grocery,channel,1,0.25
183,grocery,recognition,1,0.25
184,grocery,title,1,0.25
185,grocery,programmability,1,0.25
186,grocery,carafes,1,0.25
187,grocery,additional feature,1,0.25
188,grocery,cleanse,3,0.74
189,grocery,category,3,0.74
190,grocery,cup size,1,0.25
191,grocery,carafe,1,0.25
192,grocery,feature,1,0.25
193,grocery,auto shut-off,2,0.49
194,grocery,recognitions,1,0.25
195,grocery,brewing capacity,1,0.25
196,grocery,brewing pause 'n serve,1,0.25
197,grocery,anti_allergy,2,0.49
198,grocery,microwave safe,2,0.49
199,grocery,dishwasher safe,2,0.49
200,grocery,special features,1,0.25
201,grocery,brewing process,1,0.25
202,grocery,warmer,1,0.25
203,grocery,width,1,0.25
204,grocery,depth,1,0.25
205,grocery,size/weight,1,0.25
206,grocery,compostable,1,0.25
207,grocery,cube,1,0.25
208,grocery,product id,1,0.25
209,grocery,provider,1,0.25
210,grocery,components,1,0.25
211,grocery,organic,1,0.25
212,grocery,serving size,1,0.25
213,grocery,item number,1,0.25
214,grocery,preparation,1,0.25
215,grocery,cleanse,1,0.25
216,grocery,item model number,1,0.25
217,grocery,additional_title,1,0.25
218,grocery,food_type,1,0.25
219,grocery,size/weight,1,0.25
220,grocery,size/weight,1,0.25
221,grocery,packing_type,1,0.25
222,grocery,packing_type,1,0.25
223,grocery,calories,1,0.25
224,home,product title,111,5.96
225,home,features,17,0.91
226,home,certification,29,1.56
227,home,certification,29,1.56
228,home,warranty,10,0.54
229,home,product,1,0.05
230,home,specifications,5,0.27
231,home,product title,62,3.33
232,home,vat,1,0.05
233,home,voltage,14,0.75
234,home,product_type,44,2.36
235,home,product_type,44,2.36
236,home,well,1,0.05
237,home,capacity,22,1.18
238,home,capacity,22,1.18
239,home,controls,3,0.16
240,home,material,77,4.14
241,home,material,77,4.14
242,home,amperage,4,0.21
243,home,power,7,0.38
244,home,color,49,2.63
245,home,color,49,2.63
246,home,compartments,11,0.59
247,home,extenders,5,0.27
248,home,size,37,1.99
249,home,diameter,7,0.38
250,home,diameter,7,0.38
251,home,height,7,0.38
252,home,height,7,0.38
253,home,product description,8,0.43
254,home,number of compartments,3,0.16
255,home,diameter,3,0.16
256,home,height,3,0.16
257,home,product_title,7,0.38
258,home,stemware_or_tumbler_maximum_diameter,1,0.05
259,home,manufacturer,10,0.54
260,home,mpn_model,1,0.05
261,home,retail_upc,1,0.05
262,home,made_in,1,0.05
263,home,condition,3,0.16
264,home,dishwasher_safe,1,0.05
265,home,stackable,2,0.11
266,home,certification,1,0.05
267,home,case_pack,1,0.05
268,home,shipping_weight,1,0.05
269,home,shipping,1,0.05
270,home,fuel,3,0.16
271,home,burners configuration,1,0.05
272,home,ignition,1,0.05
273,home,ovens,4,0.21
274,home,racks per oven,1,0.05
275,home,flue riser size,5,0.27
276,home,construction,9,0.48
277,home,btu,5,0.27
278,home,certification,20,1.07
279,home,certification,20,1.07
280,home,gas type,4,0.21
281,home,width,23,1.24
282,home,burner configuration,1,0.05
283,home,ignition type,5,0.27
284,home,oven configuration,1,0.05
285,home,oven rack include,1,0.05
286,home,flue riser,3,0.16
287,home,legs,13,0.7
288,home,heat,1,0.05
289,home,product_type,5,0.27
290,home,product_type,5,0.27
291,home,fuel type,2,0.11
292,home,burners,6,0.32
293,home,base,7,0.38
294,home,flue riser size,1,0.05
295,home,btu,6,0.32
296,home,brand,48,2.58
297,home,fuel type,7,0.38
298,home,burners description,1,0.05
299,home,oven type,2,0.11
300,home,racks,3,0.16
301,home,adjustable legs,2,0.11
302,home,dimensions,30,1.61
303,home,tier,1,0.05
304,home,temperature tolerance range,1,0.05
305,home,number of shelf plates,1,0.05
306,home,material of shelf plates,1,0.05
307,home,protection,2,0.11
308,home,number of posts,1,0.05
309,home,additional features,4,0.21
310,home,pre-assembled,1,0.05
311,home,number of stationary traverses,1,0.05
312,home,dovetails,1,0.05
313,home,model,22,1.18
314,home,shelving dimensions,1,0.05
315,home,temperature resistance,1,0.05
316,home,includes,4,0.21
317,home,operation mode,1,0.05
318,home,blade size,1,0.05
319,home,applicable for,1,0.05
320,home,product attributes,1,0.05
321,home,top material,5,0.27
322,home,height,12,0.64
323,home,length,15,0.81
324,home,undershelf,4,0.21
325,home,table height,2,0.11
326,home,metal gauge,1,0.05
327,home,metal type,1,0.05
328,home,table size,1,0.05
329,home,table type,2,0.11
330,home,table material,3,0.16
331,home,width,2,0.11
332,home,riser size,1,0.05
333,home,table length,4,0.21
334,home,undershelf material,2,0.11
335,home,gauge,6,0.32
336,home,stainless_steel_series,2,0.11
337,home,product attributes,3,0.16
338,home,temperature range,1,0.05
339,home,door,1,0.05
340,home,frequency,3,0.16
341,home,cord length,2,0.11
342,home,plug type,5,0.27
343,home,standards,3,0.16
344,home,amps,3,0.16
345,home,thermostat,3,0.16
346,home,door type,3,0.16
347,home,watt,4,0.21
348,home,product dimensions,4,0.21
349,home,storage,1,0.05
350,home,product description,6,0.32
351,home,construction material,2,0.11
352,home,insulation material,1,0.05
353,home,casters,11,0.59
354,home,brakes,1,0.05
355,home,color,1,0.05
356,home,manufacturer_stock_number,1,0.05
357,home,retail_upc,12,0.64
358,home,made_in,2,0.11
359,home,made_in,2,0.11
360,home,case pack,1,0.05
361,home,shipping weight,2,0.11
362,home,shipping,1,0.05
363,home,product category,4,0.21
364,home,installation,2,0.11
365,home,power type,1,0.05
366,home,griddle plate material,2,0.11
367,home,griddle area,1,0.05
368,home,construction material,4,0.21
369,home,power output,2,0.11
370,home,supplier,6,0.32
371,home,power type,1,0.05
372,home,cooking surface dimensions,1,0.05
373,home,phase,3,0.16
374,home,series,4,0.21
375,home,top type,2,0.11
376,home,dimensions (wxd),1,0.05
377,home,backsplash,9,0.48
378,home,top,2,0.11
379,home,leg material,11,0.59
380,home,feet type,3,0.16
381,home,product_type,20,1.07
382,home,product_type,20,1.07
383,home,front material,2,0.11
384,home,side material,1,0.05
385,home,product_type,4,0.21
386,home,base,4,0.21
387,home,additional feature,4,0.21
388,home,material,1,0.05
389,home,fuel_type,1,0.05
390,home,location,2,0.11
391,home,depth,9,0.48
392,home,grate_material,2,0.11
393,home,grate_design,1,0.05
394,home,rock_holder_material,2,0.11
395,home,front_material,2,0.11
396,home,balance_material,2,0.11
397,home,energy_rating,1,0.05
398,home,grate material,1,0.05
399,home,grate removable in,1,0.05
400,home,rock holder material,1,0.05
401,home,balance material,1,0.05
402,home,export model,1,0.05
403,home,product_title,5,0.27
404,home,power_source,1,0.05
405,home,product_type,2,0.11
406,home,placement,1,0.05
407,home,grate_details,1,0.05
408,home,leg_details,1,0.05
409,home,power_rating,1,0.05
410,home,model_details,1,0.05
411,home,seller,3,0.16
412,home,design,4,0.21
413,home,casters size,1,0.05
414,home,regulator,2,0.11
415,home,hoses,1,0.05
416,home,pilot,2,0.11
417,home,cooking grid material,1,0.05
418,home,extra purchase requirement,1,0.05
419,home,manufacturer,1,0.05
420,home,producttitle,5,0.27
421,home,approval,2,0.11
422,home,transportable,1,0.05
423,home,material,2,0.11
424,home,radiants,2,0.11
425,home,legmaterial,2,0.11
426,home,completegassystem,1,0.05
427,home,tanks,1,0.05
428,home,water tubs,1,0.05
429,home,cooking grids,1,0.05
430,home,legs material,2,0.11
431,home,gas system,1,0.05
432,home,ignitor,1,0.05
433,home,gas tanks,1,0.05
434,home,description,5,0.27
435,home,maximum stemware or tumbler diameter,2,0.11
436,home,manufacturer,1,0.05
437,home,features and product details,1,0.05
438,home,dimensions & packaging info,1,0.05
439,home,warranty,1,0.05
440,home,number of extenders,2,0.11
441,home,maker,1,0.05
442,home,product_type,1,0.05
443,home,product sub-category,1,0.05
444,home,max. dia.,1,0.05
445,home,height,1,0.05
446,home,product brand,4,0.21
447,home,product series,1,0.05
448,home,bin depth,1,0.05
449,home,drain diameter,1,0.05
450,home,bottle racks,1,0.05
451,home,back splash,3,0.16
452,home,deep bin,1,0.05
453,home,drain,1,0.05
454,home,attributes,9,0.48
455,home,product code,8,0.43
456,home,market,1,0.05
457,home,commercial or residential,1,0.05
458,home,efficiency,2,0.11
459,home,finish,5,0.27
460,home,energy efficiency,2,0.11
461,home,mount,1,0.05
462,home,stain resistant,1,0.05
463,home,heat,1,0.05
464,home,motor power level,1,0.05
465,home,noise level,1,0.05
466,home,manufacturing location,1,0.05
467,home,amount per pack,1,0.05
468,home,properties,1,0.05
469,home,target_age,1,0.05
470,home,characteristic,1,0.05
471,home,feature,2,0.11
472,home,appearance,1,0.05
473,home,product features,1,0.05
474,home,number of pieces,2,0.11
475,home,letter height,1,0.05
476,home,letter thickness,1,0.05
477,home,target_age,1,0.05
478,home,adhesive,1,0.05
479,home,shape,8,0.43
480,home,flow direction,1,0.05
481,home,crossrails,3,0.16
482,home,feet material,4,0.21
483,home,additional information,1,0.05
484,home,direction,2,0.11
485,home,additional features,3,0.16
486,home,delivery,1,0.05
487,home,product specifications,1,0.05
488,home,load capacity,1,0.05
489,home,caster type,3,0.16
490,home,product additional title,1,0.05
491,home,number of shelves,1,0.05
492,home,shelves,2,0.11
493,home,shelves,2,0.11
494,home,weight capacity per shelf,1,0.05
495,home,number of shelves,1,0.05
496,home,capacity per shelf,1,0.05
497,home,gallon,1,0.05
498,home,diameter,4,0.21
499,home,product category,1,0.05
500,home,available from,1,0.05
501,home,retailer,3,0.16
502,home,product_category,1,0.05
503,home,duty_type,1,0.05
504,home,control type,4,0.21
505,home,settings,1,0.05
506,home,cleanliness,1,0.05
507,home,pre-programmed menu,1,0.05
508,home,power save,1,0.05
509,home,notification type,1,0.05
510,home,power levels,1,0.05
511,home,stage cooking,1,0.05
512,home,ease of cleaning,1,0.05
513,home,one touch cook function,1,0.05
514,home,energy save function,1,0.05
515,home,cooking completion indicator,1,0.05
516,home,max. rack,1,0.05
517,home,mpn / model,1,0.05
518,home,retail_upc,1,0.05
519,home,made_in,1,0.05
520,home,made_in,1,0.05
521,home,dishwasher safe,1,0.05
522,home,shipping,1,0.05
523,home,warranty,1,0.05
524,home,number of compartments,2,0.11
525,home,diameter,1,0.05
526,home,diameter,1,0.05
527,home,height,1,0.05
528,home,height,1,0.05
529,home,sink specifications,2,0.11
530,home,faucet,2,0.11
531,home,urn trough,2,0.11
532,home,trough feature,1,0.05
533,home,counter top edge,2,0.11
534,home,drain plate,1,0.05
535,home,undershelves,1,0.05
536,home,table legs,1,0.05
537,home,base rack,1,0.05
538,home,measurements,2,0.11
539,home,inside stack height,2,0.11
540,home,number of extenders,1,0.05
541,home,inside rack height,1,0.05
542,home,certification,3,0.16
543,home,countertop,1,0.05
544,home,product_title,4,0.21
545,home,brand,1,0.05
546,home,location,1,0.05
547,home,product_description,3,0.16
548,home,size,1,0.05
549,home,model,1,0.05
550,home,source_region,1,0.05
551,home,language,1,0.05
552,home,capacity,2,0.11
553,home,alternate title,1,0.05
554,home,shelves,1,0.05
555,home,circuit plate type,1,0.05
556,home,insulation,3,0.16
557,home,material of circuits,1,0.05
558,home,leg feature,1,0.05
559,home,circuit type,1,0.05
560,home,ice bin depth,1,0.05
561,home,ice bin type,1,0.05
562,home,dimension,3,0.16
563,home,weight type,1,0.05
564,home,category,3,0.16
565,home,shelves,1,0.05
566,home,shelves,1,0.05
567,home,handle,2,0.11
568,home,capacity,1,0.05
569,home,shelves,8,0.43
570,home,edge type,1,0.05
571,home,bumpers,1,0.05
572,home,welding,1,0.05
573,home,vendor,5,0.27
574,home,sections,2,0.11
575,home,door material,1,0.05
576,home,door handle,1,0.05
577,home,number of drawers,3,0.16
578,home,drawer handle material,1,0.05
579,home,interior material,3,0.16
580,home,exterior material,6,0.32
581,home,shelves,1,0.05
582,home,refrigeration system,2,0.11
583,home,power requirement,1,0.05
584,home,number of doors,2,0.11
585,home,product sections,1,0.05
586,home,number of stainless steel doors,1,0.05
587,home,door style,1,0.05
588,home,drawer style,1,0.05
589,home,number of stainless steel shelves,1,0.05
590,home,foot type,2,0.11
591,home,backsplash height,1,0.05
592,home,splash,3,0.16
593,home,table gauge,1,0.05
594,home,edge,1,0.05
595,home,legs gauge,1,0.05
596,home,feet,4,0.21
597,home,compatible with,2,0.11
598,home,premium,1,0.05
599,home,swivel,1,0.05
600,home,brake,1,0.05
601,home,compatibility,1,0.05
602,home,volume,1,0.05
603,home,fire resistant,2,0.11
604,home,approvals,4,0.21
605,home,product variant,1,0.05
606,home,deck material,1,0.05
607,home,dimensions (l x w),1,0.05
608,home,reinforcement material,1,0.05
609,home,deck,1,0.05
610,home,deck size,1,0.05
611,home,reinforcement,1,0.05
612,home,rubber pads thickness,1,0.05
613,home,assembly,2,0.11
614,home,table top width,1,0.05
615,home,table top length,1,0.05
616,home,top thickness,1,0.05
617,home,lock mechanism,1,0.05
618,home,edge design,1,0.05
619,home,foot caps,1,0.05
620,home,leg material,2,0.11
621,home,productdescription,1,0.05
622,home,use,5,0.27
623,home,lid securement,1,0.05
624,home,rust resistance,1,0.05
625,home,spigot,1,0.05
626,home,stackable,1,0.05
627,home,included extras,1,0.05
628,home,compartment quantity,1,0.05
629,home,mounting location,1,0.05
630,home,front-to-back measurement,1,0.05
631,home,drain opening,2,0.11
632,home,trim size,2,0.11
633,home,usability,1,0.05
634,home,mounting type,1,0.05
635,home,front-to-back,1,0.05
636,home,mount type,1,0.05
637,home,has drain opening,1,0.05
638,home,usage note,1,0.05
639,home,wide top,1,0.05
640,home,riser,4,0.21
641,home,posts material,1,0.05
642,home,riser height,1,0.05
643,home,post material,2,0.11
644,home,stainless_steel_series,2,0.11
645,home,stainless_steel_series,2,0.11
646,home,compartment,1,0.05
647,home,indoor/outdoor,1,0.05
648,home,function,1,0.05
649,home,recommended use,1,0.05
650,home,backsplash size,1,0.05
651,home,edge type,1,0.05
652,home,turndown,1,0.05
653,home,bracing,2,0.11
654,home,compliance,1,0.05
655,home,steel type,1,0.05
656,home,top backsplash,1,0.05
657,home,edge front,1,0.05
658,home,sides feature,1,0.05
659,home,kd,1,0.05
660,home,style,2,0.11
661,home,cooling,3,0.16
662,home,production,1,0.05
663,home,cube size,1,0.05
664,home,attributes,1,0.05
665,home,levels,1,0.05
666,home,lighting,2,0.11
667,home,ends material,2,0.11
668,home,top doors,1,0.05
669,home,rear doors,1,0.05
670,home,safety_setting,1,0.05
671,home,sanitation standards,1,0.05
672,home,hp,1,0.05
673,home,refrigeration type,1,0.05
674,home,exterior,2,0.11
675,home,interior lighting,2,0.11
676,home,rear,1,0.05
677,home,safety_setting,1,0.05
678,home,sanitation approvals,1,0.05
679,home,motor power,1,0.05
680,home,additional_feature,1,0.05
681,home,leg size,1,0.05
682,home,heat,1,0.05
683,home,gas_type,1,0.05
684,home,fryer_type,1,0.05
685,home,weight_capacity,1,0.05
686,home,basket_material,1,0.05
687,home,basket_quantity,1,0.05
688,home,temperature_control_range,1,0.05
689,home,pilot_type,1,0.05
690,home,kettle_material,1,0.05
691,home,leg_dimension,1,0.05
692,home,heat,1,0.05
693,home,heat,1,0.05
694,home,product dimensions,1,0.05
695,home,product load capacity,1,0.05
696,home,product duty,1,0.05
697,home,material,2,0.11
698,home,tube size,1,0.05
699,home,support bars,1,0.05
700,home,wheel size,1,0.05
701,home,tube spacing,1,0.05
702,home,guaranty,2,0.11
703,home,mobility,1,0.05
704,home,load_type,1,0.05
705,home,tube_dimension,1,0.05
706,home,support_bars,1,0.05
707,home,tube_spacing,1,0.05
708,home,doors,1,0.05
709,home,keel compatibility,1,0.05
710,home,sub top material,1,0.05
711,home,external finish color,1,0.05
712,home,wall & ceiling material,1,0.05
713,home,floor material,2,0.11
714,home,refrigeration,2,0.11
715,home,parts origin,1,0.05
716,home,material of shelves,1,0.05
717,home,keg capacity,1,0.05
718,home,exterior finish,1,0.05
719,home,wall material,1,0.05
720,home,ceiling material,1,0.05
721,home,hp,1,0.05
722,home,ice type,2,0.11
723,home,cooling,1,0.05
724,home,storage capacity,2,0.11
725,home,production rate,1,0.05
726,home,custom cabinet compatible,1,0.05
727,home,cleancycle auto-flush,1,0.05
728,home,greaseless bearings,1,0.05
729,home,model_number,1,0.05
730,home,cube_type,1,0.05
731,home,cooling,1,0.05
732,home,daily_ice_production,1,0.05
733,home,storage_bin_capacity,1,0.05
734,home,condenser_type,1,0.05
735,home,exterior_material,1,0.05
736,home,custom_cabinet_door_accommodation,1,0.05
737,home,approval_types,1,0.05
738,home,power_consumption,1,0.05
739,home,icestyle,1,0.05
740,home,cooling,1,0.05
741,home,condenser,3,0.16
742,home,iceproduction,1,0.05
743,home,storagecapacity,1,0.05
744,home,exteriormaterial,1,0.05
745,home,powersupply,1,0.05
746,home,ice production capacity,3,0.16
747,home,ice style,2,0.11
748,home,custom cabinet door,1,0.05
749,home,usage,3,0.16
750,home,self-contained condenser,1,0.05
751,home,ice storage capacity,1,0.05
752,home,use case,1,0.05
753,home,characteristics,1,0.05
754,home,customization,1,0.05
755,home,built-in storage,1,0.05
756,home,operation,2,0.11
757,home,antimicrobial agent,1,0.05
758,home,refrigerant,2,0.11
759,home,current,1,0.05
760,home,cec compliance,1,0.05
761,home,ada compliance,1,0.05
762,home,maker type,1,0.05
763,home,cooling,1,0.05
764,home,ice production,1,0.05
765,home,built-in storage,1,0.05
766,home,bin material,1,0.05
767,home,cec compliant,1,0.05
768,home,ice dispensing height,1,0.05
769,home,surfaces,1,0.05
770,home,surface resistance,1,0.05
771,home,weight,2,0.11
772,home,handling,1,0.05
773,home,handles,1,0.05
774,home,corner shape,1,0.05
775,home,capacity,1,0.05
776,home,casters type,1,0.05
777,home,casters configuration,1,0.05
778,home,assembly required,2,0.11
779,home,burner type,2,0.11
780,home,number of burners,1,0.05
781,home,grate type,2,0.11
782,home,griddle size,2,0.11
783,home,griddle position,2,0.11
784,home,oven ignition,2,0.11
785,home,number of oven racks,1,0.05
786,home,leg size,1,0.05
787,home,burner count,1,0.05
788,home,pilot type,1,0.05
789,home,included items,1,0.05
790,home,flue riser type,1,0.05
791,home,griddle,5,0.27
792,home,griddle controls,1,0.05
793,home,ignition system,1,0.05
794,home,oven type,1,0.05
795,home,included,1,0.05
796,home,range_type,1,0.05
797,home,fuel_type,1,0.05
798,home,width,1,0.05
799,home,burner_type,1,0.05
800,home,burner_count,1,0.05
801,home,griddle_width,1,0.05
802,home,griddle_position,1,0.05
803,home,oven_control,1,0.05
804,home,oven_base,1,0.05
805,home,pilot_type,1,0.05
806,home,flue_riser_width,1,0.05
807,home,shelves,1,0.05
808,home,material,1,0.05
809,home,material,1,0.05
810,home,legs,1,0.05
811,home,heat,1,0.05
812,home,heat,1,0.05
813,home,certification,1,0.05
814,home,certification,1,0.05
815,home,backsplashsize,1,0.05
816,home,front&siderims,1,0.05
817,home,crossrailsmaterial,1,0.05
818,home,orientation,1,0.05
819,home,rolled front & side rims,1,0.05
820,home,crossrails material,1,0.05
821,home,product size,1,0.05
822,home,certification,2,0.11
823,home,certification,2,0.11
824,home,leg materials,1,0.05
825,home,crossrails materials,1,0.05
826,home,table width,1,0.05
827,home,crossrail material,1,0.05
828,home,backsplash length,1,0.05
829,home,grates,2,0.11
830,home,shelves,1,0.05
831,home,width,1,0.05
832,home,standard grates,1,0.05
833,home,ignition system,1,0.05
834,home,energy output,1,0.05
835,home,rangetype,1,0.05
836,home,length,1,0.05
837,home,burnertypes,1,0.05
838,home,ovenbase,1,0.05
839,home,flueriser,1,0.05
840,home,energyoutput,1,0.05
841,home,width,1,0.05
842,home,height of riser,1,0.05
843,home,type of steel,1,0.05
844,home,product_1,2,0.11
845,home,product_2,2,0.11
846,home,product 1,3,0.16
847,home,product 2,3,0.16
848,home,caster diameter,1,0.05
849,home,threaded stem,1,0.05
850,home,wheel capacity,1,0.05
851,home,wheel properties,1,0.05
852,home,have brake,1,0.05
853,home,products,1,0.05
854,home,product1,1,0.05
855,home,product2,1,0.05
856,home,special feature,1,0.05
857,home,support,1,0.05
858,home,tabletop material,1,0.05
859,home,countertop edge,1,0.05
860,home,quantity,9,0.48
861,home,product size,1,0.05
862,home,ply,4,0.21
863,home,towel type,1,0.05
864,home,additional info,1,0.05
865,home,hygiene,1,0.05
866,home,product cleaner type,1,0.05
867,home,material compatibility,1,0.05
868,home,incompatible material,1,0.05
869,home,application,2,0.11
870,home,dirt types,1,0.05
871,home,scent,1,0.05
872,home,formula type,1,0.05
873,home,can be used on,1,0.05
874,home,not for use on,1,0.05
875,home,fragrance,1,0.05
876,home,effective against,1,0.05
877,home,functions,1,0.05
878,home,package contains,1,0.05
879,home,container_type,1,0.05
880,home,effectiveness,1,0.05
881,home,use_surface,1,0.05
882,home,intended_environment,1,0.05
883,home,number of fixed shelves,1,0.05
884,home,number of adjustable shelves,1,0.05
885,home,model number,1,0.05
886,home,shelves,1,0.05
887,home,quality,1,0.05
888,home,shipping,1,0.05
889,home,alternate item,4,0.21
890,home,adjustment,1,0.05
891,home,location of use,1,0.05
892,home,counting method,1,0.05
893,home,item_code,1,0.05
894,home,mat_type,1,0.05
895,home,sales_team_contact,1,0.05
896,home,discount_exclusion,1,0.05
897,home,product id,2,0.11
898,home,product_code,1,0.05
899,home,product_name,1,0.05
900,home,wipe_type,1,0.05
901,home,wipe_effectiveness,1,0.05
902,home,epa_registration,1,0.05
903,home,packaging,2,0.11
904,home,unit,1,0.05
905,home,alternate_items,1,0.05
906,home,inner_packaging,1,0.05
907,home,product_attributes,1,0.05
908,home,icemaker,1,0.05
909,home,temperature controls,1,0.05
910,home,freezer compartment,1,0.05
911,home,evaporator,1,0.05
912,home,air management,1,0.05
913,home,humidity control,1,0.05
914,home,produce pan,1,0.05
915,home,no. of burners,1,0.05
916,home,burner btu,1,0.05
917,home,shelves,1,0.05
